(413.14	 479.18)	0.20052433	0.407181065	0.326433794
(422.2	 519.17)	0.17762337	0.423135532	0.345770394
(453.17	 565.23)	0.15744026	0.418777392	0.351068644
(515.21	 547.26)	0.14487722	0.395193086	0.357155861
(378.21	 519.17)	0.14453439	0.439509784	0.332152842
(483.16	 485.22)	0.14354392	0.434712167	0.330201937
(380.19	 519.17)	0.14346564	0.448713349	0.319159133
(391.2	 440.23)	0.1404793	0.41647688	0.43128737
(496.19	 557.22)	0.13915789	0.420367773	0.362194065
(560.22	 597.21)	0.13899516	0.407036219	0.308100547
(421.17	 427.19)	0.13303187	0.409372265	0.344757202
(411.18	 485.2)	0.13069491	0.441158934	0.326057806
(380.19	 415.19)	0.1294521	0.425485376	0.348427742
(379.15	 466.09)	0.1271877	0.450469465	0.471820676
(426.14	 575.23)	0.12624765	0.428858653	0.321139428
(396.13	 436.18)	0.11833265	0.428175228	0.306331038
(521.23	 575.23)	0.11666687	0.415076458	0.501395826
(456.23	 465.15)	0.11590225	0.406902431	0.30499561
(417.25	 525.22)	0.1134076	0.444075863	0.317986651
(466.17	 575.23)	0.10979712	0.428965658	0.368213257
(477.18	 487.18)	0.10867475	0.425403541	0.312067076
(413.14	 440.23)	0.10753646	0.430414355	0.451203288
(422.2	 465.21)	0.10393595	0.43354697	0.318544173
(391.2	 495.21)	0.10393101	0.443556626	0.345814414
(380.19	 421.16)	0.10359705	0.437248483	0.338292787
(468.22	 530.24)	0.09901055	0.445543521	0.358920424
(587.22	 590.29)	0.09355623	0.417428042	0.51541293
(426.21	 463.2)	0.09313997	0.433792144	0.417955367
(391.2	 415.2)	0.09243385	0.434893146	0.340293323
(451.14	 495.2)	0.09213197	0.443365145	0.343226575
(380.13	 445.14)	0.08993439	0.444677638	0.303658769
(408.17	 561.25)	0.08450296	0.454218563	0.384880682
(443.17	 534.23)	0.08418814	0.442427888	0.364425763
(475.26	 554.24)	0.08362951	0.4390789	0.403481368
(381.19	 538.24)	0.08349904	0.464078102	0.369496549
(523.18	 530.27)	0.08232061	0.438219444	0.30520847
(396.13	 482.24)	0.08028154	0.439416426	0.417833361
(380.13	 561.21)	0.08006651	0.452929644	0.316384244
(443.2	 546.26)	0.07926155	0.440919197	0.339691367
(377.11	 495.2)	0.07745554	0.45433865	0.388618622
(489.2	 504.23)	0.07643076	0.433675043	0.437898052
(453.17	 467.18)	0.07331052	0.442826982	0.355676741
(515.18	 567.25)	0.0731052	0.438817829	0.315522546
(505.15	 554.24)	0.07210436	0.444892334	0.48257666
(381.19	 448.2)	0.07024602	0.454806582	0.335868256
(459.2	 482.24)	0.06790788	0.424163832	0.327459792
(432.26	 505.23)	0.05913426	0.463727157	0.330356783
(413.14	 590.29)	0.05581763	0.454436892	0.324822779
(423.14	 485.18)	0.05443619	0.458728295	0.316481508
(501.25	 571.24)	0.04960992	0.457573832	0.558485937
(384.17	 559.26)	0.03942224	0.4631647	0.43464532
(533.22	 554.24)	0.0363393	0.45751943	0.324392462
(569.22	 573.18)	0.03399089	0.464384448	0.308395922
(388.17	 459.19)	-0.0378367	0.49062881	0.358965016
(388.17	 493.16)	-0.04561879	0.491463248	0.300158953
(390.18	 596.28)	-0.04828324	0.499894441	0.327009977
(439.39	 491.19)	-0.04842009	0.507641651	0.338106985
(424.17	 465.2)	-0.05307711	0.507031757	0.34046892
(388.17	 554.19)	-0.05381388	0.496131598	0.302174524
(414.27	 507.23)	-0.05469609	0.502912758	0.313032137
(388.17	 545.18)	-0.05684626	0.496696256	0.303559437
(502.24	 554.21)	-0.0571011	0.515548221	0.319225661
(459.19	 551.16)	-0.05738651	0.507389918	0.315794357
(388.17	 471.13)	-0.05858305	0.500930676	0.331567749
(450.17	 559.22)	-0.05948529	0.503712212	0.311884829
(471.15	 482.2)	-0.05954126	0.501456403	0.303321809
(386.14	 572.2)	-0.06037341	0.495380589	0.333925883
(388.17	 563.17)	-0.06300425	0.506936136	0.330495546
(554.24	 563.21)	-0.0635627	0.509846281	0.360315685
(455.18	 524.18)	-0.06456801	0.503662586	0.317137879
(463.2	 506.23)	-0.06723306	0.502798688	0.369309256
(447.24	 477.2)	-0.06922222	0.519132698	0.34998593
(448.25	 519.19)	-0.06978303	0.519680127	0.328160355
(444.23	 501.25)	-0.07037619	0.513490169	0.34179759
(446.21	 524.18)	-0.07067279	0.515922995	0.406746114
(467.09	 497.16)	-0.07251155	0.514951816	0.317770172
(388.17	 477.14)	-0.07351531	0.506429181	0.384292019
(504.23	 507.21)	-0.07758534	0.515259541	0.319415481
(515.18	 575.16)	-0.08232182	0.522329504	0.324644776
(383.14	 554.21)	-0.08268931	0.507314421	0.387673757
(457.17	 575.16)	-0.08342448	0.507449129	0.347969857
(425.14	 572.2)	-0.08351115	0.503556411	0.421669196
(501.2	 587.22)	-0.0847034	0.517261588	0.419481026
(459.14	 575.16)	-0.08564806	0.520140592	0.380601931
(417.17	 567.21)	-0.08666878	0.506583386	0.348376571
(433.34	 510.21)	-0.08710286	0.536251733	0.31684456
