(533.24	 554.21)	-0.08751747	0.523295896	0.329266029
(493.18	 593.21)	-0.08817086	0.511113968	0.340030566
(388.17	 469.17)	-0.08845807	0.519917527	0.397669098
(463.2	 505.15)	-0.08877382	0.516648512	0.354012747
(479.18	 561.23)	-0.0887971	0.506234112	0.505358851
(425.22	 450.18)	-0.09184646	0.521641181	0.382151213
(462.2	 575.16)	-0.09388172	0.517956976	0.482240956
(415.19	 506.21)	-0.10016129	0.516626519	0.343571353
(441.2	 477.2)	-0.10081887	0.519679981	0.322813375
(504.23	 515.21)	-0.10173104	0.526937237	0.311798211
(457.17	 483.15)	-0.102221	0.522311453	0.304096727
(422.15	 575.16)	-0.10679735	0.5056827	0.301610912
(421.16	 501.25)	-0.10819772	0.508740311	0.350421113
(479.1	 555.18)	-0.10895125	0.534635189	0.365156273
(563.26	 569.25)	-0.11675593	0.530941923	0.346281219
(389.13	 524.18)	-0.11880032	0.511028228	0.339701434
(390.18	 422.2)	-0.12103899	0.567668893	0.398801179
(439.39	 505.22)	-0.12568052	0.542190837	0.337599465
(431.19	 483.16)	-0.12982421	0.539293296	0.43089765
(427.21	 572.2)	-0.13220598	0.520035273	0.337811967
(425.17	 536.18)	-0.13575535	0.520614351	0.301273926
(392.23	 399.21)	-0.14014856	0.549406766	0.456529009
(575.23	 596.24)	-0.14195287	0.542226141	0.369863799
(441.2	 466.17)	-0.15605465	0.553492306	0.334572047
(521.23	 566.2)	-0.18255628	0.559566485	0.526230138
