,m/z,I,S/N,em,error,C,H,Class
749,326.21249,1851789,11.3,326.21255272549996,6.272549995856025e-05,21,28,O2N1
750,326.23365,3221265,21.4,326.2336820943,3.209429996786639e-05,18,32,O4N1
751,326.2489,2182804,13.7,326.24893823429994,3.8234299950090644e-05,22,32,O1N1
760,327.19662,1859545,11.3,327.19656830929995,5.169070004740206e-05,21,27,O3
763,327.23304,3127009,20.7,327.2329538181,8.618190003062409e-05,22,31,O2
764,327.254,8350693,59.2,327.2540831869,8.318689998532136e-05,19,35,O4
765,327.26912000000004,1882600,11.5,327.26933932689997,0.00021932689992354426,23,35,O1
768,328.13439,2492575,16.0,328.1343024035,8.759650000911279e-05,22,18,O2N1
770,328.17079,2656423,17.2,328.17068791229997,0.00010208770004282997,23,22,O1N1
772,328.20697,13576366,97.8,328.2070734211,0.00010342109999328386,24,26,N1
774,328.22818,3220403,21.4,328.22820278989997,2.278989995829761e-05,21,30,O2N1
775,328.24922999999995,2335415,14.8,328.2493321587,0.00010215870003094096,18,34,O4N1
784,329.21226,2005767,12.2,329.21221837369995,4.1626300060215726e-05,21,29,O3
786,329.24867,6133135,42.4,329.2486038825,6.611750001184191e-05,22,33,O2
787,329.26964,4974995,33.9,329.2697332513,9.325130002935111e-05,19,37,O4
788,329.28492,3906454,26.1,329.2849893913,6.939129997363125e-05,23,37,O1
791,330.12876,3547472,23.5,330.1288230991,6.30990999752612e-05,25,16,N1
792,330.14979,2577364,16.4,330.1499524679,0.0001624678999974094,22,20,O2N1
795,330.18639,2139996,13.2,330.1863379767,5.2023300042947085e-05,23,24,O1N1
797,330.22276,5842020,40.2,330.22272348549996,3.6514500038720143e-05,24,28,N1
799,330.24377999999996,1626217,9.5,330.2438528543,7.285430001502391e-05,21,32,O2N1
806,331.14957999999996,2449203,15.5,331.1492241917,0.0003558082999575163,26,19,
811,331.22782,2985029,19.4,331.22786843809996,4.84380999523637e-05,21,31,O3
815,331.26436,12545869,89.2,331.2642539469,0.00010605310001210455,22,35,O2
816,331.30066,11947861,84.8,331.3006394557,2.0544300014080363e-05,23,39,O1
820,332.14456,5125653,35.0,332.1444731635,8.683650003149523e-05,25,18,N1
821,332.1656,3344410,22.0,332.1656025323,2.532300015900546e-06,22,22,O2N1
823,332.20207,1634210,9.5,332.2019880411,8.195890001161388e-05,23,26,O1N1
826,332.23842,8289323,58.1,332.23837354989996,4.645010005788208e-05,24,30,N1
838,333.24362,3532819,23.4,333.24351850249997,0.00010149750005439273,21,33,O3
841,333.27997999999997,4280092,28.8,333.2799040113,7.598869996172652e-05,22,37,O2
844,334.12374,1633506,9.5,334.12373771909995,2.280900048390322e-06,24,16,O1N1
846,334.14487,2237031,13.9,334.14486708789997,2.91210005798348e-06,21,20,O3N1
847,334.16014,8094187,56.7,334.1601232279,1.677210002526408e-05,25,20,N1
848,334.18125,3453424,22.8,334.1812525967,2.5967000283344532e-06,22,24,O2N1
850,334.21754,1781304,10.6,334.21763810549993,9.810549994426765e-05,23,28,O1N1
853,334.25408999999996,10867201,76.9,334.25402361429997,6.638569999495303e-05,24,32,N1
859,335.16521,1682651,9.8,335.1652681805,5.8180499991067336e-05,22,23,O3
861,335.2016,2218211,13.6,335.2016536893,5.3689299988946004e-05,23,27,O2
863,335.22251,2189801,13.4,335.2227830581,0.00027305809999234043,20,31,O4
866,335.25912999999997,3789041,25.0,335.2591685669,3.856690000247909e-05,21,35,O3
867,335.29553,8357626,57.9,335.2955540757,2.407570002560533e-05,22,39,O2
870,336.13903999999997,1712583,10.0,336.13938778349996,0.00034778349998987323,24,18,O1N1
873,336.17586,11486160,80.5,336.1757732923,8.670770000662742e-05,25,22,N1
874,336.19695,3680725,24.2,336.1969026611,4.733890000352403e-05,22,26,O2N1
876,336.23311,1832158,10.8,336.23328816989994,0.00017816989992525123,23,30,O1N1
878,336.32718,6175733,42.2,336.3271885563,8.556299974316062e-06,22,42,O1N1
884,337.18088,1931207,11.6,337.1809182449,3.824489999715297e-05,22,25,O3
886,337.21737,2922832,18.7,337.2173037537,6.624630003670973e-05,23,29,O2
889,337.23843,3009237,19.3,337.2384331225,3.1225000043377804e-06,20,33,O4
890,337.27484,2533342,15.9,337.2748186313,2.1368700004131824e-05,21,37,O3
891,337.31125,21219560,150.7,337.3112041401,4.585989995575801e-05,22,41,O2
894,338.15502999999995,2512826,15.7,338.15503784789996,7.847900008073339e-06,24,20,O1N1
896,338.19133,9062851,63.0,338.1914233567,9.335670000609753e-05,25,24,N1
897,338.21246,3866057,25.5,338.21255272549996,9.272549993966095e-05,22,28,O2N1
908,339.23287999999997,4934348,33.2,339.2329538181,7.381810002016209e-05,23,31,O2
911,339.25387,3998417,26.5,339.2540831869,0.00021318689999816343,20,35,O4
912,339.29055,2391770,14.9,339.2904686957,8.130430001074274e-05,21,39,O3
913,339.32684,135269088,973.5,339.3268542045,1.4204500018877297e-05,22,43,O2
916,340.13436,1733299,10.1,340.1343024035,5.759650002801209e-05,23,18,O2N1
919,340.17052,4303293,28.7,340.17068791229997,0.0001679122999576066,24,22,O1N1
922,340.20706,11350982,79.5,340.2070734211,1.3421099993138341e-05,25,26,N1
923,340.22808,2649035,16.7,340.22820278989997,0.00012278989999003898,22,30,O2N1
924,340.24937,2514641,15.8,340.2493321587,3.784130001349695e-05,19,34,O4N1
925,340.2645,2344405,14.5,340.26458829869995,8.829869994997352e-05,23,34,O1N1
935,341.24854,3576789,23.4,341.2486038825,6.388250000100015e-05,23,33,O2
936,341.2697,4490459,30.0,341.2697332513,3.3251300010306295e-05,20,37,O4
940,342.15031,2321347,14.2,342.1499524679,0.00035753209999711544,23,20,O2N1
943,342.18622,2334412,14.3,342.1863379767,0.00011797669998259153,24,24,O1N1
945,342.20746,1656018,9.4,342.20746734549994,7.345499909661157e-06,21,28,O3N1
946,342.22265,11515350,79.7,342.22272348549996,7.348549996777365e-05,25,28,N1
947,342.24395,3096540,19.7,342.2438528543,9.71457000105147e-05,22,32,O2N1
952,343.17,1785555,10.4,343.1703535605,0.00035356050000245887,24,23,O2
959,343.22798,1658210,9.5,343.22786843809996,0.00011156190004157907,22,31,O3
962,343.26415,6783212,46.0,343.2642539469,0.0001039469000261306,23,35,O2
963,343.28529,2394098,14.7,343.2853833157,9.331570004178502e-05,20,39,O4
964,343.30056,3130614,20.0,343.3006394557,7.945569996081758e-05,24,39,O1
967,344.14432999999997,5062618,33.7,344.1444731635,0.0001431635000130882,26,18,N1
969,344.16564,3208160,20.5,344.1656025323,3.7467699996796e-05,23,22,O2N1
971,344.20206,2082282,12.5,344.2019880411,7.195890003686145e-05,24,26,O1N1
973,344.23831,5604340,37.6,344.23837354989996,6.354989994861171e-05,25,30,N1
982,345.24335,3580166,23.2,345.24351850249997,0.00016850249994604383,22,33,O3
985,345.27991000000003,13181200,91.6,345.2799040113,5.988700024772697e-06,23,37,O2
986,345.31633999999997,10409242,71.8,345.3162895201,5.0479899982747156e-05,24,41,O1
989,346.14475,1796096,10.4,346.14486708789997,0.00011708789998010616,22,20,O3N1
991,346.16017999999997,5660164,38.0,346.1601232279,5.677209998111721e-05,26,20,N1
992,346.18116000000003,3481098,22.4,346.1812525967,9.259669997163655e-05,23,24,O2N1
993,346.21738,1778708,10.3,346.21763810549993,0.0002581054999382104,24,28,O1N1
995,346.25397000000004,7168030,48.7,346.25402361429997,5.361429992944977e-05,25,32,N1
1004,347.18099,2042913,12.2,347.1805243205,0.0004656794999959857,27,23,
1010,347.25906000000003,4104759,26.9,347.2591685669,0.00010856689993943291,22,35,O3
1014,347.29551000000004,3983681,26.0,347.2955540757,4.407569997511018e-05,23,39,O2
1017,348.13908,2093104,12.5,348.13938778349996,0.0003077834999771767,25,18,O1N1
1019,348.16041,1716534,9.9,348.1605171523,0.00010715229996094422,22,22,O3N1
1020,348.17581,7722042,52.7,348.1757732923,3.6707700019178446e-05,26,22,N1
1021,348.19694,3166784,20.2,348.1969026611,3.7338899971928186e-05,23,26,O2N1
1024,348.23322,1922891,11.3,348.23328816989994,6.816989991875744e-05,24,30,O1N1
1026,348.26968,11567189,79.1,348.2696736787,6.321300020317722e-06,25,34,N1
1034,349.19608999999997,2581086,15.8,349.1961743849,8.438490004891719e-05,27,25,
1037,349.21738,2439524,14.8,349.2173037537,7.624630001146215e-05,24,29,O2
1041,349.27466,3138420,19.8,349.2748186313,0.00015863129999615921,22,37,O3
1042,349.31119,6218111,41.4,349.3112041401,1.414010000644339e-05,23,41,O2
1046,350.15494,1865842,10.8,350.15503784789996,9.784789995137544e-05,25,20,O1N1
1049,350.19127000000003,8452220,57.2,350.1914233567,0.00015335669996829893,26,24,N1
1050,350.21271,3659907,23.4,350.21255272549996,0.00015727450005442734,23,28,O2N1
1059,351.21202999999997,11351974,77.6,351.21182444929997,0.00020555070000227715,27,27,
1061,351.23263,2719916,16.8,351.2329538181,0.0003238181000142504,24,31,O2
1063,351.29041,2382269,14.4,351.2904686957,5.8695699976851756e-05,22,39,O3
1064,351.32675,17860552,123.4,351.3268542045,0.00010420450001902282,23,43,O2
1068,352.17054,2402367,14.6,352.17068791229997,0.00014791229995125832,25,22,O1N1
1070,352.20703,7164618,48.1,352.2070734211,4.342110003108246e-05,26,26,N1
1072,352.22818,3955664,25.5,352.22820278989997,2.278989995829761e-05,23,30,O2N1
1082,353.2278,6087673,40.5,353.2274745137,0.0003254863000279329,27,29,
1084,353.24872,2758911,17.1,353.2486038825,0.00011611749999929089,24,33,O2
1086,353.26992,1896197,11.0,353.2697332513,0.0001867487000026813,21,37,O4
1087,353.30575,2495760,15.2,353.3061187601,0.00036876010000241877,22,41,O3
1088,353.34252999999995,101980696,715.8,353.34250426890003,2.5731099924541923e-05,23,45,O2
1091,354.15002000000004,1840141,10.6,354.1499524679,6.753210004717403e-05,24,20,O2N1
1094,354.18632,2623768,16.1,354.1863379767,1.797669995085016e-05,25,24,O1N1
1097,354.2226,10428195,71.1,354.22272348549996,0.00012348549995522262,26,28,N1
1099,354.26496000000003,2934831,18.3,354.2649822231,2.222309996113836e-05,20,36,O4N1
1110,355.26416,3240029,20.5,355.2642539469,9.394689999453476e-05,24,35,O2
1111,355.28526,2775395,17.0,355.2853833157,0.00012331570002288572,21,39,O4
1112,355.32157,2156911,12.7,355.3217688245,0.00019882449998931406,22,43,O3
1117,356.1656,2584943,15.6,356.1656025323,2.532300015900546e-06,24,22,O2N1
1120,356.22291,1757825,9.9,356.22311740989994,0.00020740989992873438,22,30,O3N1
1121,356.23826,10200454,68.6,356.23837354989996,0.00011354989993606068,26,30,N1
1122,356.2595,2324236,13.8,356.2595029187,2.9186999768171518e-06,23,34,O2N1
1128,357.18584,1892008,10.8,357.1860036249,0.0001636249000398493,25,25,O2
1129,357.207,1638959,9.1,357.2071329937,0.00013299369999231203,22,29,O4
1133,357.24361,1903034,10.9,357.24351850249997,9.149750002279688e-05,23,33,O3
1135,357.27984,5053125,32.8,357.2799040113,6.401130002586797e-05,24,37,O2
1136,357.30102999999997,2092748,12.2,357.3010333801,3.3801000540734094e-06,21,41,O4
1137,357.31602999999996,3501008,22.0,357.3162895201,0.00025952010003038595,25,41,O1
1141,358.1599,5861845,38.4,358.1601232279,0.00022322789999407178,27,20,N1
1142,358.18124,3231708,20.1,358.1812525967,1.259670000308688e-05,24,24,O2N1
1147,358.2541,4934131,32.0,358.25402361429997,7.638570002654888e-05,26,32,N1
1155,359.25905,2995756,18.5,359.2591685669,0.00011856689997102876,23,35,O3
1158,359.29545,10517815,70.8,359.2955540757,0.000104075699994155,24,39,O2
1159,359.33202,9669954,64.9,359.3319395845,8.041550000825737e-05,25,43,O1
1161,360.1393,1896640,10.8,360.13938778349996,8.77834999641891e-05,26,18,O1N1
1163,360.16037,1826886,10.4,360.1605171523,0.00014715229997364077,23,22,O3N1
1165,360.17571,5213259,33.9,360.1757732923,6.329230001256292e-05,27,22,N1
1166,360.19699999999995,2855762,17.5,360.1969026611,9.733889993412959e-05,24,26,O2N1
1170,360.26953,5575273,36.4,360.2696736787,0.00014367869999887262,26,34,N1
1184,361.27483,4467111,28.7,361.2748186313,1.1368700029379397e-05,23,37,O3
1187,361.31125,3391282,21.2,361.3112041401,4.585989995575801e-05,24,41,O2
1191,362.15507,2323135,13.8,362.15503784789996,3.2152100061466626e-05,26,20,O1N1
1194,362.19129,7847114,52.2,362.1914233567,0.00013335670001879407,27,24,N1
1195,362.21251,3646161,23.0,362.21255272549996,4.2725499952211976e-05,24,28,O2N1
1199,362.28537,10505448,70.7,362.2853237431,4.625690002058036e-05,26,36,N1
1203,363.16047000000003,8659968,57.1,363.1601828005,0.00028719950000777317,23,23,O4
1209,363.23278999999997,2400024,14.2,363.2329538181,0.0001638181000203076,25,31,O2
1215,363.29052,4374570,27.7,363.2904686957,5.1304300029642036e-05,23,39,O3
1216,363.32681,6151222,39.9,363.3268542045,4.4204499999978e-05,24,43,O2
1220,364.17072,1864518,10.5,364.17068791229997,3.208770004903272e-05,26,22,O1N1
1222,364.1916,1710412,9.4,364.1918172811,0.00021728109999230583,23,26,O3N1
1224,364.20706,7418706,48.6,364.2070734211,1.3421099993138341e-05,27,26,N1
1226,364.22783,4044632,25.4,364.22820278989997,0.00037278989998412726,24,30,O2N1
1234,365.21229,1650071,9.0,365.21221837369995,7.162630004131643e-05,24,29,O3
1236,365.24827,2305187,13.5,365.2486038825,0.0003338825000014367,25,33,O2
1238,365.34247,15277250,102.5,365.34250426890003,3.426890003765948e-05,24,45,O2
1243,366.18639,1896341,10.7,366.1863379767,5.2023300042947085e-05,26,24,O1N1
1245,366.22279,7107553,46.5,366.22272348549996,6.651450001982084e-05,27,28,N1
1246,366.24377999999996,4176872,26.3,366.2438528543,7.285430001502391e-05,24,32,O2N1
1253,367.20684,2007331,11.5,367.20673906929994,0.00010093070005723348,27,27,O1
1257,367.26423,3058486,18.7,367.2642539469,2.3946900000737514e-05,25,35,O2
1259,367.28512,1772349,9.8,367.2853833157,0.0002633157000104802,22,39,O4
1260,367.30025,1864514,10.5,367.3006394557,0.0003894556999739507,26,39,O1
1261,367.32172,2952009,17.9,367.3217688245,4.8824499970123725e-05,23,43,O3
1262,367.35812999999996,96955224,663.1,367.3581543333,2.433330001849754e-05,24,47,O2
1267,368.16553999999996,1939295,11.0,368.1656025323,6.253230003494537e-05,25,22,O2N1
1270,368.20172,2054123,11.8,368.2019880411,0.00026804109995737235,26,26,O1N1
1272,368.2382,7313016,47.9,368.23837354989996,0.0001735498999551055,27,30,N1
1273,368.25937000000005,2263934,13.2,368.2595029187,0.0001329186999328158,24,34,O2N1
1274,368.28057,4220037,26.6,368.2806322875,6.228749998626881e-05,21,38,O4N1
1275,368.29597,1856394,10.4,368.29588842749996,8.157250005069727e-05,25,38,O1N1
1288,369.27948,3210704,19.7,369.2799040113,0.00042401130002645004,25,37,O2
1289,369.30093999999997,3434456,21.2,369.3010333801,9.338010005421893e-05,22,41,O4
1294,370.16003,2370934,13.8,370.1601232279,9.322789998122971e-05,28,20,N1
1295,370.181,2701821,16.0,370.1812525967,0.00025259670002242274,25,24,O2N1
1298,370.21755,1702025,9.2,370.21763810549993,8.81054999126718e-05,26,28,O1N1
1300,370.25404,10809109,70.9,370.25402361429997,1.6385700007504056e-05,27,32,N1
1301,370.27521,3084060,18.6,370.2751529831,5.701690002979376e-05,24,36,O2N1
1314,371.25879,2904933,17.4,371.2591685669,0.0003785668999967129,24,35,O3
1317,371.29549,4700786,29.5,371.2955540757,6.407570003830187e-05,25,39,O2
1318,371.31675,2298105,13.3,371.31668344450003,6.655549998413335e-05,22,43,O4
1319,371.33176000000003,3480958,21.3,371.3319395845,0.00017958449996058334,26,43,O1
1322,372.16014,1822612,10.0,372.1605171523,0.0003771522999613808,24,22,O3N1
1324,372.17565,5287834,33.5,372.1757732923,0.00012329229997476432,28,22,N1
1325,372.19645,2280864,13.1,372.1969026611,0.00045266109998465254,25,26,O2N1
1328,372.26956,3742905,23.0,372.2696736787,0.0001136786999609285,27,34,N1
1338,373.21712,1655545,8.9,373.2173037537,0.00018375369995737856,26,29,O2
1342,373.27477000000005,2895373,17.3,373.2748186313,4.8631299932822e-05,24,37,O3
1347,373.31125,8650521,56.3,373.3112041401,4.585989995575801e-05,25,41,O2
1348,373.34758,10055973,65.8,373.3475896489,9.648900004322059e-06,26,45,O1
1352,374.15482000000003,1856567,10.3,374.15503784789996,0.00021784789993262166,27,20,O1N1
1354,374.19119,6890563,44.4,374.1914233567,0.00023335669999369202,28,24,N1
1355,374.21227999999996,2479178,14.5,374.21255272549996,0.0002727254999967954,25,28,O2N1
1358,374.28525,6136931,39.3,374.2853237431,7.374309996066586e-05,27,36,N1
1372,375.29021,3982265,24.7,375.2904686957,0.00025869569998349107,24,39,O3
1375,375.32665,5061574,32.0,375.3268542045,0.00020420450005076418,25,43,O2
1380,376.17087999999995,1913318,10.6,376.17068791229997,0.00019208769998613207,27,22,O1N1
1382,376.19133999999997,1670125,9.0,376.1918172811,0.00047728110001798996,24,26,O3N1
1385,376.20702,6611699,42.5,376.2070734211,5.342110000583489e-05,28,26,N1
1388,376.22807,24149754,161.2,376.22820278989997,0.0001327898999647914,25,30,O2N1
1391,376.30101,12261139,80.7,376.3009738075,3.6192500033394026e-05,27,38,N1
1403,377.24844,1787992,9.8,377.2486038825,0.0001638824999758981,26,33,O2
1405,377.26953,2120799,12.0,377.2697332513,0.0002032513000358449,23,37,O4
1409,377.3062,4296556,26.8,377.3061187601,8.123989999830883e-05,24,41,O3
1410,377.34217,6438008,41.3,377.34250426890003,0.00033426890001919674,25,45,O2
1413,378.14979,1718926,9.2,378.1499524679,0.0001624678999974094,26,20,O2N1
1416,378.18621,1855898,10.1,378.1863379767,0.00012797669995734395,27,24,O1N1
1420,378.22263,9352615,60.2,378.22272348549996,9.348549997412192e-05,28,28,N1
1422,378.24379,4526510,27.9,378.2438528543,6.285429998342806e-05,25,32,O2N1
1436,379.26429,2982158,17.6,379.2642539469,3.6053100018307305e-05,26,35,O2
1438,379.30055,1677083,8.9,379.3006394557,8.945569999241343e-05,27,39,O1
1439,379.35806,17145646,112.2,379.3581543333,9.433329995545137e-05,25,47,O2
1443,380.16559,1861702,10.1,380.1656025323,1.2532299990652973e-05,26,22,O2N1
1446,380.20182,2216019,12.5,380.2019880411,0.0001680410999824744,27,26,O1N1
1448,380.23843,5796960,36.4,380.23837354989996,5.645010003263451e-05,28,30,N1
1449,380.25956,5233767,32.7,380.2595029187,5.708130004222767e-05,25,34,O2N1
1450,380.28019,2036846,11.3,380.2806322875,0.00044228749999319916,22,38,O4N1
1451,380.29569,1869427,10.2,380.29588842749996,0.00019842749998133513,26,38,O1N1
1463,381.24371,1639356,8.7,381.24351850249997,0.00019149750005453825,25,33,O3
1467,381.27955,3329993,19.9,381.2799040113,0.0003540113000326528,26,37,O2
1469,381.33715,2371805,13.5,381.3374188889,0.0002688888999955452,24,45,O3
1470,381.37386000000004,85712360,570.2,381.3738043977,5.5602300051305065e-05,25,49,O2
1477,382.18118,1862019,10.1,382.1812525967,7.25967000221317e-05,26,24,O2N1
1480,382.21762,2247439,12.7,382.21763810549993,1.8105499918874557e-05,27,28,O1N1
1482,382.25388,7861020,50.2,382.25402361429997,0.0001436142999864387,28,32,N1
1483,382.27476,1844003,10.0,382.2751529831,0.00039298309997093384,25,36,O2N1
1484,382.29607999999996,6034219,38.0,382.2962823519,0.00020235190004314063,22,40,O4N1
1485,382.31105,1787952,9.6,382.31153849189997,0.0004884918999437105,26,40,O1N1
1496,383.25887,1719419,9.2,383.2591685669,0.0002985668999713198,25,35,O3
1500,383.29537,3276168,19.6,383.2955540757,0.0001840757000195481,26,39,O2
1501,383.3165,4635279,28.7,383.31668344450003,0.00018344450000995494,23,43,O4
1502,383.35297,4504732,27.8,383.35306895329995,9.89532999255971e-05,24,47,O3
1509,384.17542000000003,4242363,26.0,384.1757732923,0.00035329229996250433,29,22,N1
1510,384.19681,2651587,15.4,384.1969026611,9.266109998407046e-05,26,26,O2N1
1513,384.23344,1647312,8.7,384.23328816989994,0.00015183010003738673,27,30,O1N1
1516,384.26959,11374044,73.7,384.2696736787,8.36786999798278e-05,28,34,N1
1517,384.29065,3874276,23.6,384.2908030475,0.00015304749996403189,25,38,O2N1
1528,385.25359,2445877,14.0,385.25368926249996,9.926249998670755e-05,28,33,O1
1530,385.27447,2083900,11.6,385.2748186313,0.0003486312999712027,25,37,O3
1532,385.31102999999996,5760329,36.2,385.3112041401,0.00017414010005722957,26,41,O2
1533,385.33221000000003,3206481,19.1,385.33233350890004,0.00012350890000334402,23,45,O4
1534,385.34741,3566934,21.5,385.3475896489,0.00017964889997301725,27,45,O1
1541,386.19121,6035582,38.0,386.1914233567,0.00021335669998734375,29,24,N1
1542,386.21218999999996,3366022,20.2,386.21255272549996,0.0003627254999969409,26,28,O2N1
1544,386.24877000000004,2851731,16.7,386.24893823429994,0.0001682342999060893,27,32,O1N1
1546,386.28552,4127391,25.3,386.2853237431,0.0001962569000397707,28,36,N1
1547,386.3065,1902887,10.4,386.3064531119,4.688810003017352e-05,25,40,O2N1
1559,387.29037,3465473,20.5,387.2904686957,9.86956999895483e-05,25,39,O3
1562,387.32686,10371598,65.9,387.3268542045,5.795499987470976e-06,26,43,O2
1563,387.36321,15656474,100.7,387.36323971329995,2.971329996626082e-05,27,47,O1
1568,388.1704,1675575,8.7,388.17068791229997,0.00028791229999569623,28,22,O1N1
1571,388.2069,5171012,31.7,388.2070734211,0.0001734210999870811,29,26,N1
1572,388.22805,3428683,20.3,388.22820278989997,0.00015278989997113968,26,30,O2N1
1574,388.26451000000003,1854296,9.9,388.26458829869995,7.829869991837768e-05,27,34,O1N1
1576,388.30072,7366501,46.2,388.3009738075,0.0002538074999733908,28,38,N1
1592,389.24848,2371763,13.3,389.2486038825,0.00012388250002004497,27,33,O2
1593,389.26991,1851579,9.9,389.2697332513,0.00017674869997108544,24,37,O4
1595,389.30592,4104904,24.7,389.3061187601,0.00019876009997688016,25,41,O3
1598,389.34227999999996,4758997,29.0,389.34250426890003,0.00022426890006954636,26,45,O2
1603,390.18645,2453759,13.9,390.1863379767,0.00011202330000514849,28,24,O1N1
1607,390.22242,6285835,39.1,390.22272348549996,0.00030348549995551366,29,28,N1
1608,390.2436,3447315,20.4,390.2438528543,0.00025285429995847153,26,32,O2N1
1610,390.28,2468384,14.0,390.28023836309995,0.00023836309998159777,27,36,O1N1
1612,390.31666,12929580,82.8,390.3166238719,3.612810002096012e-05,28,40,N1
1622,391.26397000000003,2182012,12.1,391.2642539469,0.0002839468999695782,27,35,O2
1624,391.285,2263683,12.6,391.2853833157,0.00038331569999172643,24,39,O4
1629,391.32145,6394256,39.8,391.3217688245,0.0003188244999705603,25,43,O3
1630,391.35799,7618973,47.8,391.3581543333,0.00016433330000609203,26,47,O2
1636,392.20157,2676423,15.3,392.2019880411,0.0004180410999765627,28,26,O1N1
1639,392.23806,7664852,48.1,392.23837354989996,0.0003135498999427,29,30,N1
1640,392.25947,4339420,26.3,392.2595029187,3.291869995791785e-05,26,34,O2N1
1652,393.27968,2654789,15.2,393.2799040113,0.00022401130001981073,27,37,O2
1654,393.33724,1887321,10.1,393.3374188889,0.0001788888999953997,25,45,O3
1655,393.37382,15681126,100.8,393.3738043977,1.560230003860852e-05,26,49,O2
1660,394.18119,2255237,12.5,394.1812525967,6.259669999053585e-05,27,24,O2N1
1663,394.21758,1769873,9.4,394.21763810549993,5.81054999315711e-05,28,28,O1N1
1665,394.23832000000004,1730969,9.1,394.23876747429995,0.0004474742999036607,25,32,O3N1
1667,394.25382,6262686,38.9,394.25402361429997,0.0002036142999486401,29,32,N1
1668,394.27512,6037926,37.4,394.2751529831,3.298309997035176e-05,26,36,O2N1
1670,394.29638,2439853,13.8,394.2962823519,9.764809999524005e-05,23,40,O4N1
1680,395.25883,2398722,13.2,395.2591685669,0.00033856689998401635,26,35,O3
1682,395.27468,3163912,18.1,395.2744247069,0.0002552930999968339,30,35,
1684,395.29532,3104783,17.7,395.2955540757,0.00023407570000699707,27,39,O2
1686,395.3163,2160407,11.6,395.31668344450003,0.00038344450001659425,24,43,O4
1687,395.3895,75002160,479.9,395.3894544621,4.553790000727531e-05,26,51,O2
1694,396.19676,2887247,16.3,396.1969026611,0.00014266110002836285,27,26,O2N1
1696,396.21782,19323478,122.0,396.2180320299,0.00021202989995572352,24,30,O4N1
1698,396.23295,1651804,8.4,396.23328816989994,0.000338169899919194,28,30,O1N1
1700,396.26944,6639209,40.4,396.2696736787,0.00023367869999901814,29,34,N1
1701,396.29078,1759344,9.1,396.2908030475,2.304750000803324e-05,26,38,O2N1
1702,396.3119,7532152,46.2,396.3119324163,3.241630003003593e-05,23,42,O4N1
1703,396.32719,1847933,9.6,396.3271885563,1.4437000004363654e-06,27,42,O1N1
1716,397.27455,1811405,9.4,397.2748186313,0.000268631300002653,26,37,O3
1720,397.31121,2999770,17.0,397.3112041401,5.859899999904883e-06,27,41,O2
1721,397.33203,4781026,28.5,397.33233350890004,0.0003035089000604785,24,45,O4
1722,397.34747000000004,2063335,11.0,397.3475896489,0.00011964889995397243,28,45,O1
1723,397.36825,2251758,12.2,397.36871901769996,0.0004690176999702089,25,49,O3
1731,398.19135,3560210,20.6,398.1914233567,7.335669999974925e-05,30,24,N1
1732,398.21252999999996,2556442,14.2,398.21255272549996,2.2725500002707122e-05,27,28,O2N1
1736,398.24879,2231078,12.1,398.24893823429994,0.00014823429995658444,28,32,O1N1
1739,398.2851,10896691,67.8,398.2853237431,0.0002237430999798562,29,36,N1
1740,398.30622,3738427,21.8,398.3064531119,0.00023311190000185888,26,40,O2N1
1749,399.26926000000003,2721168,15.2,399.26933932689997,7.932689993594977e-05,29,35,O1
1752,399.29058,2752407,15.4,399.2904686957,0.00011130429999184344,26,39,O3
1754,399.32671,5585572,33.7,399.3268542045,0.00014420450003171936,27,43,O2
1755,399.34771,2802988,15.8,399.3479835733,0.00027357329997812485,24,47,O4
1756,399.36337000000003,4014769,23.6,399.36323971329995,0.00013028670008452536,28,47,O1
1760,400.17041,2030543,10.8,400.17068791229997,0.0002779122999641004,29,22,O1N1
1763,400.20691,4205788,24.8,400.2070734211,0.00016342110001232868,30,26,N1
1764,400.2279,4145635,24.4,400.22820278989997,0.00030278989999033,27,30,O2N1
1767,400.26441,1816176,9.4,400.26458829869995,0.00017829869995011904,28,34,O1N1
1770,400.30093999999997,4133373,24.3,400.3009738075,3.380750001724664e-05,29,38,N1
1782,401.3059,3882337,22.7,401.3061187601,0.00021876009998322843,26,41,O3
1784,401.34245,9981294,61.9,401.34250426890003,5.426890004400775e-05,27,45,O2
1785,401.37869,14278011,89.5,401.37888977769995,0.00019977769994738992,28,49,O1
1792,402.2227,5053094,30.2,402.22272348549996,2.3485499980324676e-05,30,28,N1
1794,402.24376,26221230,166.3,402.2438528543,9.285429996452876e-05,27,32,O2N1
1797,402.31649,6206151,37.6,402.3166238719,0.0001338719000045785,29,40,N1
1809,403.26416,2205974,11.9,403.2642539469,9.394689999453476e-05,28,35,O2
1810,403.28541,2322974,12.7,403.2853833157,2.6684299996304617e-05,25,39,O4
1815,403.32155,3820587,22.3,403.3217688245,0.00021882449999566234,26,43,O3
1818,403.35796,4764216,28.4,403.3581543333,0.00019433329998719273,27,47,O2
1825,404.20182,1654370,8.2,404.2019880411,0.0001680410999824744,29,26,O1N1
1828,404.23832999999996,4865391,28.3,404.23837354989996,4.3549899999106856e-05,30,30,N1
1829,404.25943,2896758,16.0,404.2595029187,7.29186999706144e-05,27,34,O2N1
1831,404.29577,1842819,9.4,404.29588842749996,0.00011842749995594204,28,38,O1N1
1834,404.33218999999997,13132176,80.2,404.3322739363,8.393630002956343e-05,29,42,N1
