,m/z,I,S/N,em,error,C,H,Class
724,313.14453,2988890,19.4,313.1445327361,2.7361000434211746e-06,19,21,O4
725,313.15982,7585884,53.0,313.1597888761,3.112390004389454e-05,23,21,O1
728,313.18089,3406174,22.5,313.1809182449,2.8244900022400543e-05,20,25,O3
732,313.23841,1592983680,11639.3,313.2384331225,2.3122500010686053e-05,18,33,O4
734,314.11862,7620828,53.3,314.1186523391,3.2339099959699524e-05,21,16,O2N1
735,314.15509,25858272,186.6,314.15503784789996,5.215210001097148e-05,22,20,O1N1
737,314.19145,22284518,160.5,314.1914233567,2.6643299975148693e-05,23,24,N1
740,315.10274,7984479,56.0,315.10266792289997,7.207710001466694e-05,21,15,O3
742,315.13903,14694756,105.0,315.1390534317,2.3431700014953094e-05,22,19,O2
744,315.16016,2695527,17.3,315.1601828005,2.2800500005359936e-05,19,23,O4
745,315.17545,5378921,36.9,315.1754389405,1.1059500025112357e-05,23,23,O1
750,315.19662,3522156,23.3,315.19656830929995,5.169070004740206e-05,20,27,O3
755,315.25397000000004,796852608,5821.1,315.2540831869,0.00011318689996642206,18,35,O4
757,316.09783,3640548,24.2,316.09791689469995,8.689469996170374e-05,20,14,O3N1
758,316.11319,74252776,540.2,316.11317303469997,1.6965300005722384e-05,24,14,N1
759,316.13439,15047145,107.6,316.1343024035,8.759650000911279e-05,21,18,O2N1
763,317.08203,3187303,20.8,317.0819324785,9.75214999812124e-05,20,13,O4
768,317.11832000000004,7519852,52.2,317.1183179873,2.012700065279205e-06,21,17,O3
772,317.15463,6178929,42.5,317.1547034961,7.349610001483597e-05,22,21,O2
780,318.11359,3640304,24.0,318.11356695909996,2.304090003235615e-05,20,16,O3N1
781,318.12889,68207344,492.9,318.1288230991,6.690090003758087e-05,24,16,N1
782,318.15002999999996,9972469,70.0,318.1499524679,7.753209996508303e-05,21,20,O2N1
783,318.22272999999996,2965247,19.1,318.22272348549996,6.5145000007760245e-06,23,28,N1
787,319.0976,3137395,20.4,319.0975825429,1.745710000022882e-05,20,15,O4
788,319.11293,4683125,31.6,319.11283868289996,9.131710004339766e-05,24,15,O1
791,319.13398,6667128,46.0,319.1339680517,1.1948300027597725e-05,21,19,O3
794,319.22801,2862597,18.4,319.22786843809996,0.00014156190002267977,20,31,O3
799,320.10814,7241722,50.2,320.10808765469994,5.23453000482732e-05,23,14,O1N1
802,320.12922000000003,5821437,39.9,320.12921702349996,2.976500070417387e-06,20,18,O3N1
803,320.14441,56546304,408.2,320.1444731635,6.31634999876951e-05,24,18,N1
804,320.16553999999996,4831234,32.7,320.1656025323,6.253230003494537e-05,21,22,O2N1
810,321.11325,3439489,22.6,321.1132326073,1.7392699987794913e-05,20,17,O4
812,321.12844,7666819,53.3,321.12848874729997,4.874729995663074e-05,24,17,O1
815,321.14963,5713542,39.1,321.1496181161,1.1883900015163817e-05,21,21,O3
822,321.24349,8119443,56.6,321.24351850249997,2.8502499958449334e-05,20,33,O3
826,322.12367,12826889,90.8,322.12373771909995,6.771909994540692e-05,23,16,O1N1
829,322.14491,7385356,51.2,322.14486708789997,4.291210001383661e-05,20,20,O3N1
830,322.16017999999997,79701264,576.3,322.1601232279,5.677209998111721e-05,24,20,N1
832,323.10787,3286926,21.4,323.1077533029,0.00011669709999750921,23,15,O2
834,323.12888,3797905,25.0,323.1288826717,2.6717000309872674e-06,20,19,O4
837,323.14409,8008083,55.4,323.1441388117,4.881169996906465e-05,24,19,O1
840,323.16533,5073302,34.2,323.1652681805,6.181949999017888e-05,21,23,O3
842,323.22272999999996,9853342,68.8,323.2227830581,5.3058100036196265e-05,19,31,O4
843,323.25916,7417251,51.2,323.2591685669,8.566899964534969e-06,20,35,O3
844,323.2956,3260328,21.2,323.2955540757,4.592429996819192e-05,21,39,O2
845,324.10305,5720598,38.9,324.1030022747,4.7725300021284056e-05,22,14,O2N1
846,324.12417999999997,3973145,26.3,324.1241316435,4.8356499974033795e-05,19,18,O4N1
848,324.13937999999996,4420635,29.5,324.13938778349996,7.783499995639431e-06,23,18,O1N1
850,324.16052,3491870,22.8,324.1605171523,2.8477000455495727e-06,20,22,O3N1
851,324.17582000000004,17907232,126.9,324.1757732923,4.670770005077429e-05,24,22,N1
852,324.19698,8997410,62.6,324.1969026611,7.733889998462473e-05,21,26,O2N1
853,325.12352000000004,4102818,27.2,325.1234033673,0.00011663270004191872,23,17,O2
855,325.14467,2775205,17.7,325.1445327361,0.00013726390000101674,20,21,O4
856,325.15977000000004,6149799,42.0,325.1597888761,1.8876099943554436e-05,24,21,O1
857,325.18086,158926512,1144.9,325.1809182449,5.824490000350124e-05,21,25,O3
861,325.23854,10906289,76.4,325.2384331225,0.00010687750000215601,19,33,O4
862,325.27479,16254646,115.0,325.2748186313,2.863129998331715e-05,20,37,O3
863,325.31124,10194620,71.2,325.3112041401,3.585989998100558e-05,21,41,O2
865,326.11861,6764332,46.5,326.1186523391,4.233909999129537e-05,22,16,O2N1
866,326.15517,9135920,63.6,326.15503784789996,0.00013215210003636457,23,20,O1N1
870,326.19146,17422134,123.4,326.1914233567,3.664330000674454e-05,24,24,N1
872,326.23367,11258683,78.9,326.2336820943,1.2094299961518118e-05,18,32,O4N1
877,327.10274,4171189,27.7,327.10266792289997,7.207710001466694e-05,22,15,O3
878,327.13902,4658618,31.3,327.1390534317,3.343169998970552e-05,23,19,O2
879,327.17545,5675967,38.6,327.1754389405,1.1059500025112357e-05,24,23,O1
886,327.25406,16697290,118.2,327.2540831869,2.318690002311996e-05,19,35,O4
888,328.09791,3594817,23.6,328.09791689469995,6.894699936310644e-06,21,14,O3N1
889,328.11316,3400772,22.2,328.11317303469997,1.3034699975378317e-05,25,14,N1
891,328.13433,7536711,52.0,328.1343024035,2.759649999006797e-05,22,18,O2N1
892,328.17077,16613452,117.6,328.17068791229997,8.208770003648169e-05,23,22,O1N1
894,328.20703,12547153,88.2,328.2070734211,4.342110003108246e-05,24,26,N1
896,328.24942000000004,5090391,34.4,328.2493321587,8.784130005778934e-05,18,34,O4N1
899,329.11843,9525459,66.0,329.1183179873,0.00011201270001492958,22,17,O3
900,329.15469,14059736,98.6,329.1547034961,1.3496099995791155e-05,23,21,O2
902,329.1911,2828254,17.9,329.1910890049,1.099510001267845e-05,24,25,O1
906,329.26971000000003,12268777,85.7,329.2697332513,2.325129997871045e-05,19,37,O4
907,330.07732000000004,3091293,19.8,330.0771814503,0.00013854970006832446,20,12,O4N1
909,330.11359,5593955,37.8,330.11356695909996,2.304090003235615e-05,21,16,O3N1
910,330.12877000000003,108284264,775.2,330.1288230991,5.309909994366535e-05,25,16,N1
911,330.14992,12487016,87.3,330.1499524679,3.246789998456734e-05,22,20,O2N1
915,331.09752000000003,4378098,29.1,331.0975825429,6.254289996832085e-05,21,15,O4
921,331.13399,7188984,49.2,331.1339680517,2.1948300002350152e-05,22,19,O3
923,331.17046,5630461,38.1,331.1703535605,0.00010643949997302116,23,23,O2
929,332.10797,4792455,32.0,332.10808765469994,0.00011765469992042199,24,14,O1N1
932,332.12924,5099147,34.2,332.12921702349996,2.297650001992224e-05,21,18,O3N1
934,332.14457999999996,56715916,404.9,332.1444731635,0.00010683649998100009,25,18,N1
935,332.16568,8227472,56.7,332.1656025323,7.746770000949255e-05,22,22,O2N1
941,333.12857,5876511,39.8,333.12848874729997,8.125270005621132e-05,25,17,O1
944,333.14968,4638499,30.9,333.1496181161,6.188390000261279e-05,22,21,O3
951,334.12377999999995,10813365,75.3,334.12373771909995,4.228090000424345e-05,24,16,O1N1
954,334.14497,5060024,34.0,334.14486708789997,0.00010291210003288143,21,20,O3N1
955,334.1602,44301244,315.7,334.1601232279,7.677209998746548e-05,25,20,N1
958,335.12891,3124302,19.9,335.1288826717,2.732830000695685e-05,21,19,O4
961,335.14423,6866000,46.7,335.1441388117,9.118830001852984e-05,25,19,O1
964,335.16546,3393107,21.9,335.1652681805,0.00019181950000302095,22,23,O3
969,335.25925,5327970,35.7,335.2591685669,8.143310003561055e-05,21,35,O3
973,336.13937000000004,13931752,97.1,336.13938778349996,1.778349991354844e-05,24,18,O1N1
976,336.1606,5324524,35.7,336.1605171523,8.284770001409925e-05,21,22,O3N1
977,336.17589,40008944,283.3,336.1757732923,0.00011670769998772812,25,22,N1
978,336.19691,2946545,18.7,336.1969026611,7.3388999908274855e-06,22,26,O2N1
980,336.32721000000004,86125832,612.6,336.3271885563,2.1443700063628057e-05,22,42,O1N1
981,337.12346,4739969,31.5,337.1234033673,5.6632700022873905e-05,24,17,O2
985,337.15977000000004,5735815,38.6,337.1597888761,1.8876099943554436e-05,25,21,O1
988,337.18095,3427722,22.1,337.1809182449,3.1755099996644276e-05,22,25,O3
992,337.2385,5854611,39.4,337.2384331225,6.687749998945947e-05,20,33,O4
993,337.31129,9372062,64.6,337.3112041401,8.585989996845456e-05,22,41,O2
995,338.11877999999996,5087772,34.0,338.1186523391,0.00012766089997739982,23,16,O2N1
997,338.15507,3908130,25.5,338.15503784789996,3.2152100061466626e-05,24,20,O1N1
998,338.19138,12590631,87.5,338.1914233567,4.335670001864855e-05,25,24,N1
999,338.21258,14751275,103.0,338.21255272549996,2.727450004158527e-05,22,28,O2N1
1001,339.13901,2731197,17.1,339.1390534317,4.343170002130137e-05,24,19,O2
1004,339.17553,3935938,25.7,339.1754389405,9.105949999366203e-05,25,23,O1
1007,339.19671,2976710,18.9,339.19656830929995,0.00014169070004754758,22,27,O3
1014,339.25404,14609103,102.0,339.2540831869,4.3186900029468234e-05,20,35,O4
1015,339.32691,31420122,222.0,339.3268542045,5.579549997491995e-05,22,43,O2
1018,340.13437000000005,6503259,44.1,340.1343024035,6.759650005960793e-05,23,18,O2N1
1020,340.17072,5961568,40.2,340.17068791229997,3.208770004903272e-05,24,22,O1N1
1021,340.20709,10071910,69.6,340.2070734211,1.657889998796236e-05,25,26,N1
1023,340.24948,3173741,20.3,340.2493321587,0.00014784130001999074,19,34,O4N1
1026,340.28569,3172211,20.3,340.28571766749997,2.7667499978178967e-05,20,38,O3N1
1030,341.1183,4099064,26.9,341.1183179873,1.7987299997912487e-05,23,17,O3
1031,341.1547,3482366,22.5,341.1547034961,3.4961000210387283e-06,24,21,O2
1032,341.17591,3974657,26.0,341.17583286490003,7.71350999571041e-05,21,25,O4
1034,341.19113,3367428,21.7,341.1910890049,4.099509999377915e-05,25,25,O1
1038,341.21227999999996,4513287,29.9,341.21221837369995,6.162630000972058e-05,22,29,O3
1042,341.26974,18128912,127.1,341.2697332513,6.748700002390251e-06,20,37,O4
1045,342.11362,4680856,30.9,342.11356695909996,5.304090007030027e-05,22,16,O3N1
1046,342.12892999999997,10839195,74.6,342.1288230991,0.000106900899993434,26,16,N1
1047,342.15006,5752990,38.5,342.1499524679,0.00010753210000302715,23,20,O2N1
1048,342.18633,10385572,71.4,342.1863379767,7.976699976097734e-06,24,24,O1N1
1049,342.22267999999997,6415530,43.2,342.22272348549996,4.348549998667295e-05,25,28,N1
1052,343.09763,3324728,21.2,343.0975825429,4.745709998132952e-05,22,15,O4
1055,343.13405,8743230,59.7,343.1339680517,8.194830002139497e-05,23,19,O3
1056,343.17033,11121988,76.6,343.1703535605,2.356050003982091e-05,24,23,O2
1060,343.28538,8231255,56.1,343.2853833157,3.315700041639502e-06,20,39,O4
1061,344.0929,3711451,24.0,344.0928315147,6.848530000524988e-05,21,14,O4N1
1064,344.12921,5810657,38.9,344.12921702349996,7.023499961178459e-06,22,18,O3N1
1066,344.14442,67858912,479.4,344.1444731635,5.316349995609926e-05,26,18,N1
1067,344.16562000000005,8773095,59.9,344.1656025323,1.7467700047291146e-05,23,22,O2N1
1070,345.11317,3445379,22.1,345.1132326073,6.260729998075476e-05,22,17,O4
1075,345.1496,4861065,32.2,345.1496181161,1.8116099965936883e-05,23,21,O3
1077,345.18611,4974223,33.0,345.1860036249,0.00010637509996058725,24,25,O2
1081,346.1237,5713706,38.2,346.12373771909995,3.7719099964306224e-05,25,16,O1N1
1084,346.14495,4207918,27.5,346.14486708789997,8.291210002653315e-05,22,20,O3N1
1085,346.16021,35066672,246.6,346.1601232279,8.677210001906133e-05,26,20,N1
1086,346.18127999999996,4245300,27.8,346.1812525967,2.7403299952766247e-05,23,24,O2N1
1090,347.12885,3011538,19.0,347.1288826717,3.267170001208797e-05,22,19,O4
1092,347.1442,4578261,30.1,347.1441388117,6.118830003742914e-05,26,19,O1
1095,347.16534,4115416,26.9,347.1652681805,7.181950002177473e-05,23,23,O3
1099,347.25909,2753768,17.2,347.2591685669,7.856689995833221e-05,22,35,O3
1102,348.1394,10620028,73.0,348.13938778349996,1.221650006755226e-05,25,18,O1N1
1104,348.16055,4479616,29.4,348.1605171523,3.284770002665027e-05,22,22,O3N1
1105,348.17586,28374146,199.1,348.1757732923,8.670770000662742e-05,26,22,N1
1108,349.1234,2904866,18.2,349.1234033673,3.367299996170914e-06,25,17,O2
1112,349.15983,5713704,38.0,349.1597888761,4.1123900018646964e-05,26,21,O1
1115,349.18098,2942252,18.4,349.1809182449,6.175509997774498e-05,23,25,O3
1117,349.19642999999996,2655791,16.4,349.1961743849,0.0002556150999453166,27,25,
1119,349.27477000000005,7033148,47.3,349.2748186313,4.8631299932822e-05,22,37,O3
1121,350.11883,3377099,21.5,350.1186523391,0.00017766090002169221,24,16,O2N1
1124,350.15502999999995,13166033,90.6,350.15503784789996,7.847900008073339e-06,25,20,O1N1
1126,350.17616,3763157,24.2,350.1761672167,7.2166999984801805e-06,22,24,O3N1
1127,350.19151,19213784,133.2,350.1914233567,8.664329999419351e-05,26,24,N1
1129,351.10278999999997,3208308,20.3,351.10266792289997,0.0001220771000021159,24,15,O3
1130,351.13915,4507770,29.5,351.1390534317,9.656829996629313e-05,25,19,O2
1132,351.16027,2822781,17.6,351.1601828005,8.719950000113386e-05,22,23,O4
1134,351.17546,4463744,29.1,351.1754389405,2.1059499999864784e-05,26,23,O1
1137,351.21215,6560390,43.9,351.21182444929997,0.0003255507000403668,27,27,
1141,352.13434,6055717,40.4,352.1343024035,3.7596500021663815e-05,24,18,O2N1
1143,352.17084,2892075,18.1,352.17068791229997,0.00015208770003027894,25,22,O1N1
1144,352.20713,6305586,42.1,352.2070734211,5.6578900000658905e-05,26,26,N1
1146,352.22819,16551733,114.5,352.22820278989997,1.2789899983545183e-05,23,30,O2N1
1148,353.11849,2902735,18.1,353.1183179873,0.0001720127000339744,24,17,O3
1149,353.15467,2933973,18.4,353.1547034961,3.349610000213943e-05,25,21,O2
1152,353.21227999999996,2917599,18.2,353.21221837369995,6.162630000972058e-05,23,29,O3
1153,353.22795,3342306,21.2,353.2274745137,0.0004754863000471232,27,29,
1157,353.26979,6454761,43.2,353.2697332513,5.6748699989839224e-05,21,37,O4
1158,353.34259,11976694,82.2,353.34250426890003,8.573109994358674e-05,23,45,O2
1161,354.11352999999997,2755708,17.1,354.11356695909996,3.695909998668867e-05,23,16,O3N1
1163,354.15006,4772482,31.3,354.1499524679,0.00010753210000302715,24,20,O2N1
1164,354.18636000000004,3106953,19.6,354.1863379767,2.2023300061846385e-05,25,24,O1N1
1165,354.22267,5840527,38.9,354.22272348549996,5.3485499961425376e-05,26,28,N1
1171,355.13402,4497710,29.4,355.1339680517,5.194830004029427e-05,24,19,O3
1172,355.17026,3832116,24.7,355.1703535605,9.356050003361815e-05,25,23,O2
1177,355.28532,7621961,51.1,355.2853833157,6.33157000038409e-05,21,39,O4
1180,356.12916,4075485,26.2,356.12921702349996,5.702349994862743e-05,23,18,O3N1
1181,356.14451,17490400,120.3,356.1444731635,3.683650004404626e-05,27,18,N1
1182,356.16561,4937699,32.3,356.1656025323,7.4677000156953e-06,24,22,O2N1
1183,356.2021,5625321,37.1,356.2019880411,0.00011195889999271458,25,26,O1N1
1189,357.14966,6267024,41.6,357.1496181161,4.188389999626452e-05,24,21,O3
1190,357.18595,6891159,46.0,357.1860036249,5.3624900033355516e-05,25,25,O2
1193,357.30102,5231787,34.3,357.3010333801,1.3380100028825836e-05,21,41,O4
1195,358.12369,2726333,16.8,358.12373771909995,4.771909993905865e-05,26,16,O1N1
1197,358.14463,4353600,28.2,358.14486708789997,0.00023708789996135238,23,20,O3N1
1198,358.16005,35691332,248.0,358.1601232279,7.322789997488144e-05,27,20,N1
1199,358.18127999999996,5835591,38.6,358.1812525967,2.7403299952766247e-05,24,24,O2N1
1204,359.14419,2727922,16.8,359.1441388117,5.11883000058333e-05,27,19,O1
1207,359.16531000000003,4174326,26.9,359.1652681805,4.181950004067403e-05,24,23,O3
1208,359.20162999999997,3350012,21.1,359.2016536893,2.3689300007845304e-05,25,27,O2
1212,360.12412,2863265,17.7,360.1241316435,1.1643499988167605e-05,22,18,O4N1
1214,360.13953,4140195,26.7,360.13938778349996,0.0001422165000235509,26,18,O1N1
1216,360.16056000000003,3257511,20.5,360.1605171523,4.284770005824612e-05,23,22,O3N1
1217,360.17587000000003,19618986,135.3,360.1757732923,9.670770003822327e-05,27,22,N1
1218,360.19699999999995,5305006,34.9,360.1969026611,9.733889993412959e-05,24,26,O2N1
1223,361.15999,3411034,21.6,361.1597888761,0.00020112390001258973,27,21,O1
1227,361.18082999999996,3276126,20.6,361.1809182449,8.824490004144536e-05,24,25,O3
1229,362.15512,8758797,59.1,362.15503784789996,8.21521000489156e-05,26,20,O1N1
1231,362.17617,4164625,26.9,362.1761672167,2.7833000331156654e-06,23,24,O3N1
1232,362.19142,15353363,105.3,362.1914233567,3.356700005952007e-06,27,24,N1
1236,363.13905,3092670,19.2,363.1390534317,3.431700008604821e-06,26,19,O2
1238,363.16067000000004,7646914,51.0,363.1601828005,0.0004871995000144125,23,23,O4
1239,363.17552,3301573,20.7,363.1754389405,8.10595000189096e-05,27,23,O1
1244,363.29055,8057562,53.8,363.2904686957,8.130430001074274e-05,23,39,O3
1247,364.1343,4760435,30.8,364.1343024035,2.4034999910327315e-06,25,18,O2N1
1248,364.17073,7958393,53.1,364.17068791229997,4.2087700023785146e-05,26,22,O1N1
1250,364.2069,9127296,61.3,364.2070734211,0.0001734210999870811,27,26,N1
1252,364.22821,2920323,18.0,364.22820278989997,7.21010002280309e-06,24,30,O2N1
1254,365.11837,4057125,25.9,365.1183179873,5.201270005272818e-05,25,17,O3
1255,365.15476,4240940,27.2,365.1547034961,5.650389999800609e-05,26,21,O2
1261,365.34256,4915278,31.9,365.34250426890003,5.573109996248604e-05,24,45,O2
1264,366.14987,5980897,39.3,366.1499524679,8.246789997201631e-05,25,20,O2N1
1265,366.17086,2771941,17.0,366.1710818367,0.00022183670000686107,22,24,O4N1
1266,366.20761,2923243,18.0,366.20746734549994,0.00014265450005268576,23,28,O3N1
1267,366.22272000000004,3653358,23.1,366.22272348549996,3.4854999171329837e-06,27,28,N1
1269,366.24388,15677682,106.9,366.2438528543,2.7145700016717456e-05,24,32,O2N1
1274,367.13392000000005,2982548,18.4,367.1339680517,4.8051699934603676e-05,25,19,O3
1275,367.17027,2937499,18.1,367.1703535605,8.356050000202231e-05,26,23,O2
1278,367.24348,6619048,43.8,367.2431245781,0.0003554218999965997,28,31,
1280,367.28535,2938800,18.1,367.2853833157,3.33157000227402e-05,22,39,O4
1281,367.35819,33153470,228.7,367.3581543333,3.566670000054728e-05,24,47,O2
1284,368.1293,3815498,24.2,368.12921702349996,8.297650003896706e-05,24,18,O3N1
1286,368.1657,3942993,25.1,368.1656025323,9.746770001584082e-05,25,22,O2N1
1291,369.14965,3503365,22.1,369.1496181161,3.188390002151209e-05,25,21,O3
1296,369.3011,5935393,39.0,369.3010333801,6.661989999656726e-05,22,41,O4
1300,370.14477999999997,3655356,23.1,370.14486708789997,8.708789999900546e-05,24,20,O3N1
1301,370.16008999999997,17796032,120.9,370.1601232279,3.322790001902831e-05,28,20,N1
1302,370.18127999999996,2995139,18.4,370.1812525967,2.7403299952766247e-05,25,24,O2N1
1308,371.16547,3812216,24.1,371.1652681805,0.0002018195000346168,25,23,O3
1309,371.20165,4900991,31.6,371.2016536893,3.689300001497031e-06,26,27,O2
1312,371.31678999999997,3653268,23.0,371.31668344450003,0.00010655549993998648,22,43,O4
1314,372.1393,5535020,36.0,372.13938778349996,8.77834999641891e-05,27,18,O1N1
1316,372.16027,3937072,24.9,372.1605171523,0.0002471522999485387,24,22,O3N1
1317,372.17569,22773042,155.3,372.1757732923,8.329230001891119e-05,28,22,N1
1318,372.19683,3848247,24.3,372.1969026611,7.26611000345656e-05,25,26,O2N1
1323,373.18086,3495404,21.9,373.1809182449,5.824490000350124e-05,25,25,O3
1328,374.15504,4103329,26.1,374.15503784789996,2.1521000235225074e-06,27,20,O1N1
1330,374.17613,4018341,25.5,374.1761672167,3.721669997958088e-05,24,24,O3N1
1331,374.19137,12875431,86.8,374.1914233567,5.335669999340098e-05,28,24,N1
1337,375.17561,2872414,17.5,375.1754389405,0.00017105950001905512,28,23,O1
1342,375.29033,4947315,31.9,375.2904686957,0.00013869570000224485,24,39,O3
1346,376.17082,7611415,50.4,376.17068791229997,0.00013208770002393067,27,22,O1N1
1348,376.19195,3374619,21.0,376.1918172811,0.00013271890003352382,24,26,O3N1
1350,376.20707999999996,9251869,61.7,376.2070734211,6.578899956366513e-06,28,26,N1
1352,376.22821,35514400,243.5,376.22820278989997,7.21010002280309e-06,25,30,O2N1
1359,377.19102999999996,2886868,17.6,377.1910890049,5.9004900037962216e-05,28,25,O1
1365,377.30617,12190953,82.1,377.3061187601,5.123990001720813e-05,24,41,O3
1367,378.14986,5939591,38.5,378.1499524679,9.246790000361216e-05,26,20,O2N1
1368,378.18633,5994893,38.9,378.1863379767,7.976699976097734e-06,27,24,O1N1
1370,378.22286,7549332,49.6,378.22272348549996,0.0001365145000704615,28,28,N1
1375,379.13386,4230206,26.8,379.1339680517,0.0001080516999536485,26,19,O3
1376,379.1702,4010564,25.2,379.1703535605,0.00015356049999581955,27,23,O2
1381,380.12895,3180791,19.5,380.12921702349996,0.0002670234999868626,25,18,O3N1
1383,380.16562999999996,5428990,35.0,380.1656025323,2.7467699965200154e-05,26,22,O2N1
1385,380.25957,18664206,126.0,380.2595029187,6.70813000169801e-05,25,34,O2N1
1389,381.18602999999996,2706364,16.3,381.1860036249,2.6375099935194157e-05,27,25,O2
1391,381.24352000000005,2870726,17.4,381.24351850249997,1.4975000794947846e-06,25,33,O3
1394,381.30095,2949841,18.0,381.3010333801,8.338010002262308e-05,23,41,O4
1395,381.37394,18519006,125.0,381.3738043977,0.00013560230001985474,25,49,O2
1398,382.1448,3919470,24.6,382.14486708789997,6.708789999265719e-05,25,20,O3N1
1400,382.18129,2662517,16.0,382.1812525967,3.740329998436209e-05,26,24,O2N1
1401,382.33267,2712209,16.3,382.3326678607,2.1393000224634307e-06,23,44,O3N1
1407,383.16515,3221292,19.8,383.1652681805,0.00011818050001011215,26,23,O3
1410,383.20166,2844979,17.2,383.2016536893,6.310700030098815e-06,27,27,O2
1414,383.31658999999996,7171401,47.0,383.31668344450003,9.344450006665284e-05,23,43,O4
1415,383.35327,2727503,16.4,383.35306895329995,0.00020104670005594016,24,47,O3
1419,384.16035,3901926,24.5,384.1605171523,0.00016715229997998904,25,22,O3N1
1420,384.17575,16123369,108.5,384.1757732923,2.3292299999866373e-05,29,22,N1
1426,385.15974,3005088,18.3,385.1597888761,4.8876099981498555e-05,29,21,O1
1430,385.18086,3325860,20.5,385.1809182449,5.824490000350124e-05,26,25,O3
1432,385.21687000000003,3071403,18.8,385.2173037537,0.00043375369995146684,27,29,O2
1434,385.25392999999997,4103346,25.9,385.25368926249996,0.00024073750000752625,28,33,O1
1437,385.33231,5083328,32.6,385.33233350890004,2.3508900028446078e-05,23,45,O4
1438,386.15517,4341081,27.5,386.15503784789996,0.00013215210003636457,28,20,O1N1
1440,386.17621,3509341,21.8,386.1761672167,4.278330004581221e-05,25,24,O3N1
1441,386.19142999999997,12658528,84.7,386.1914233567,6.64329996880042e-06,29,24,N1
1442,386.2125,3435364,21.3,386.21255272549996,5.272549998380782e-05,26,28,O2N1
1443,386.24893,2708331,16.3,386.24893823429994,8.234299968989944e-06,27,32,O1N1
1452,388.13396,2849482,17.1,388.1343024035,0.00034240349998526654,27,18,O2N1
1453,388.15542999999997,2813389,16.9,388.1554317723,1.7723000382829923e-06,24,22,O4N1
1454,388.17071,4217040,26.5,388.17068791229997,2.2087700017436873e-05,28,22,O1N1
1455,388.1919,3302100,20.2,388.1918172811,8.271889998923143e-05,25,26,O3N1
1457,388.20724,7608535,49.6,388.2070734211,0.0001665789000071527,29,26,N1
1458,388.22835,10144987,66.9,388.22820278989997,0.00014721010001039758,26,30,O2N1
1460,389.30622999999997,9755043,64.3,389.3061187601,0.00011123989997940953,25,41,O3
1463,390.15005,3832384,23.8,390.1499524679,9.753210002827473e-05,27,20,O2N1
1464,390.18641,6216263,40.1,390.1863379767,7.202330004929536e-05,28,24,O1N1
1465,390.20754,2699851,16.1,390.20746734549994,7.265450005888852e-05,25,28,O3N1
1467,390.2226,5173838,33.0,390.22272348549996,0.00012348549995522262,29,28,N1
1472,391.32164,14701337,98.0,391.3217688245,0.00012882449999551682,25,43,O3
1473,391.35818,3028768,18.4,391.3581543333,2.5666700025794853e-05,26,47,O2
1476,392.16567000000003,3881141,24.2,392.1656025323,6.746770003474012e-05,27,22,O2N1
1477,392.20198,4618684,29.2,392.2019880411,8.041099988531641e-06,28,26,O1N1
1479,392.25948,3170247,19.3,392.2595029187,2.2918699983165425e-05,26,34,O2N1
1483,393.14947,4051051,25.3,393.1496181161,0.00014811609997877895,27,21,O3
1486,393.25919,6124672,39.5,393.2587746425,0.0004153575000032106,30,33,
1488,393.37372999999997,3164053,19.3,393.3738043977,7.439770001838042e-05,26,49,O2
1490,394.14498,3700515,22.9,394.14486708789997,0.00011291210000763385,26,20,O3N1
1492,394.18127000000004,4017962,25.1,394.1812525967,1.740330003485724e-05,27,24,O2N1
1494,394.27526,22170938,149.0,394.2751529831,0.00010701690001724273,26,36,O2N1
1502,395.25928999999996,2824176,16.8,395.2591685669,0.00012143309999146368,26,35,O3
1503,395.2749,4656115,29.3,395.2744247069,0.0004752931000098215,30,35,
1505,395.31647999999996,3588091,22.0,395.31668344450003,0.00020344450007314663,24,43,O4
1506,395.38954,19084808,127.1,395.3894544621,8.553790001997186e-05,26,51,O2
1510,396.21803,25605792,171.3,396.2180320299,2.0298999743317836e-06,24,30,O4N1
1511,396.34839,5230777,33.1,396.3483179251,7.207490000382677e-05,24,46,O3N1
1520,397.2749,4089442,25.4,397.2748186313,8.136870002317664e-05,26,37,O3
1522,397.33242,7237485,46.8,397.33233350890004,8.649109997804771e-05,24,45,O4
1525,398.19156,9185290,60.0,398.1914233567,0.00013664329998164249,30,24,N1
1530,399.26927,5975247,38.2,399.26933932689997,6.932689996119734e-05,29,35,O1
1534,399.34807,8322269,54.1,399.3479835733,8.642670002245723e-05,24,47,O4
1535,400.17086,3898739,24.1,400.17068791229997,0.0001720877000366272,29,22,O1N1
1536,400.19167999999996,2888567,17.3,400.1918172811,0.00013728110002375615,26,26,O3N1
1537,400.20695,6333306,40.6,400.2070734211,0.00012342109999963213,30,26,N1
1544,402.14982000000003,2782938,16.5,402.1499524679,0.00013246789995946529,28,20,O2N1
1545,402.17104,2756062,16.4,402.1710818367,4.183670000657003e-05,25,24,O4N1
1546,402.18602999999996,3429601,20.9,402.1863379767,0.0003079767000144784,29,24,O1N1
1547,402.20738,4265189,26.6,402.20746734549994,8.734549993505425e-05,26,28,O3N1
1548,402.22281,3929576,24.3,402.22272348549996,8.651450002616912e-05,30,28,N1
1549,402.24392,56576748,381.3,402.2438528543,6.7145700029414e-05,27,32,O2N1
1554,403.28551,3554216,21.8,403.2853833157,0.00012668429997120256,25,39,O4
1556,403.32176,10398638,68.2,403.3217688245,8.824500014270598e-06,26,43,O3
