,m/z,I,S/N,em,error,C,H,Class
9391,345.18627000000004,8171806,53.9,345.1860036249,0.00026637510001137343,24,25,O2
9398,345.20741,3118884,19.2,345.2071329937,0.000277006299995719,21,29,O4
9401,345.22255,2366761,14.0,345.22238913369995,0.0001608663000638444,25,29,O1
9406,345.2436,8415023,55.6,345.24351850249997,8.149750004804446e-05,22,33,O3
9413,345.28008,70901048,485.7,345.2799040113,0.0001759886999934679,23,37,O2
9414,345.31653,11326788,75.7,345.3162895201,0.00024047990001463404,24,41,O1
9425,346.10849,1434795,7.6,346.1084815791,8.420900030614575e-06,21,16,O4N1
9427,346.12385,4821552,30.9,346.12373771909995,0.00011228090005488411,25,16,O1N1
9430,346.14496,1910454,10.8,346.14486708789997,9.2912100058129e-05,22,20,O3N1
9433,346.16041,12088890,80.9,346.1601232279,0.00028677210002570064,26,20,N1
9434,346.18154,8904256,59.0,346.1812525967,0.0002874032999784504,23,24,O2N1
9438,346.20255,1755719,9.8,346.20238196549997,0.00016803450000679732,20,28,O4N1
9440,346.21781,8149579,53.8,346.21763810549993,0.0001718945000561689,24,28,O1N1
9444,346.23906,1438801,7.6,346.23876747429995,0.0002925257000470083,21,32,O3N1
9446,346.25416,10887766,72.6,346.25402361429997,0.0001363857000455937,25,32,N1
9465,347.12928,1331671,6.9,347.1288826717,0.00039732829998229136,22,19,O4
9470,347.16557,3448674,21.4,347.1652681805,0.00030181950000951474,23,23,O3
9474,347.18121,1485159,7.9,347.1805243205,0.0006856795000089733,27,23,
9481,347.2019,11149165,74.4,347.2016536893,0.00024631070004943467,24,27,O2
9486,347.22295,5696883,36.9,347.2227830581,0.00016694190003363474,21,31,O4
9489,347.23805,2403703,14.2,347.23803919809995,1.0801900032220146e-05,25,31,O1
9493,347.25935,8347518,55.1,347.2591685669,0.0001814331000105085,22,35,O3
9498,347.29584,38338440,261.6,347.2955540757,0.0002859242999875278,23,39,O2
9515,348.10329,1248760,6.3,348.1030022747,0.0002877253000406199,24,14,O2N1
9521,348.13954,7157891,47.0,348.13938778349996,0.00015221650005514675,25,18,O1N1
9524,348.16075,4934793,31.7,348.1605171523,0.00023284770003328958,22,22,O3N1
9525,348.17606,15495310,104.3,348.1757732923,0.00028670770001326673,26,22,N1
9526,348.19721,8497300,56.2,348.1969026611,0.00030733889997236474,23,26,O2N1
9532,348.23337000000004,7221407,47.4,348.23328816989994,8.18301001004329e-05,24,30,O1N1
9535,348.26987,21799082,145.9,348.2696736787,0.0001963213000522046,25,34,N1
9544,349.12343,1310889,6.6,349.1234033673,2.6632699984929786e-05,25,17,O2
9548,349.14456,2182831,12.6,349.1445327361,2.7263899994522944e-05,22,21,O4
9553,349.1812,6508986,42.0,349.1809182449,0.00028175509999073256,23,25,O3
9556,349.19675,4551103,28.6,349.1961743849,0.0005756150999900456,27,25,
9561,349.21758,16724421,111.4,349.2173037537,0.00027624630001810146,24,29,O2
9566,349.2387,4787148,30.3,349.2384331225,0.0002668774999960988,21,33,O4
9567,349.25342,2789712,16.7,349.25368926249996,0.00026926249995540275,25,33,O1
9571,349.2749,4915415,31.1,349.2748186313,8.136870002317664e-05,22,37,O3
9574,349.31146,84500960,572.1,349.3112041401,0.00025585989999399317,23,41,O2
9585,350.11891,2306261,13.4,350.1186523391,0.0002576609000470853,24,16,O2N1
9587,350.13996000000003,2072539,11.8,350.1397817079,0.00017829210003128537,21,20,O4N1
9589,350.15509,5713632,36.5,350.15503784789996,5.215210001097148e-05,25,20,O1N1
9592,350.17638,3000806,18.1,350.1761672167,0.0002127833000145074,22,24,O3N1
9595,350.19163,18133738,121.0,350.1914233567,0.00020664329997543973,26,24,N1
9598,350.21283,11598577,76.5,350.21255272549996,0.00027727450003567355,23,28,O2N1
9605,350.24915,3205884,19.5,350.24893823429994,0.00021176570004399764,24,32,O1N1
9618,351.13939,2238731,12.9,351.1390534317,0.000336568299985629,25,19,O2
9623,351.16045,3217937,19.6,351.1601828005,0.0002671995000014249,22,23,O4
9627,351.17541,1633814,8.8,351.1754389405,2.894049998758419e-05,26,23,O1
9632,351.19672,6443548,41.5,351.19656830929995,0.00015169070007914343,23,27,O3
9635,351.21229,10224673,67.2,351.21182444929997,0.0004655507000279613,27,27,
9639,351.23315,17581096,117.2,351.2329538181,0.00019618190003711788,24,31,O2
9644,351.25436,3459886,21.2,351.2540831869,0.0002768131000152607,21,35,O4
9645,351.26967,3672626,22.7,351.26933932689997,0.0003306731000520813,25,35,O1
9646,351.29078,4368953,27.4,351.2904686957,0.00031130429999848275,22,39,O3
9649,351.3269,185836608,1260.8,351.3268542045,4.579550000016752e-05,23,43,O2
9659,352.13447,4804923,30.4,352.1343024035,0.00016759650003450588,24,18,O2N1
9661,352.15563,2465089,14.5,352.1554317723,0.00019822769996835632,21,22,O4N1
9663,352.17099,9700678,63.6,352.17068791229997,0.0003020877000494693,25,22,O1N1
9668,352.19212000000005,2398797,14.0,352.1918172811,0.00030271890005906243,22,26,O3N1
9670,352.20727999999997,12130641,80.2,352.2070734211,0.00020657889996300582,26,26,N1
9674,352.22832,8458584,55.2,352.22820278989997,0.00011721010002929688,23,30,O2N1
9678,352.24957,1596126,8.6,352.2493321587,0.00023784130002013626,20,34,O4N1
9680,352.26485,2276451,13.2,352.26458829869995,0.0002617013000758561,24,34,O1N1
9693,353.11846,1583082,8.5,353.1183179873,0.0001420127000528737,24,17,O3
9697,353.15486,3138933,19.0,353.1547034961,0.00015650389997290404,25,21,O2
9703,353.17607999999996,1791996,9.9,353.17583286490003,0.0002471350999257993,22,25,O4
9706,353.19141,1298304,6.5,353.1910890049,0.00032099510002581155,26,25,O1
9711,353.21249,5554823,35.5,353.21221837369995,0.00027162630004795574,23,29,O3
9714,353.22812000000005,6196876,39.8,353.2274745137,0.0006454863000726618,27,29,
9719,353.24888,26754706,179.6,353.2486038825,0.00027611749999323365,24,33,O2
9722,353.26986,8456857,55.2,353.2697332513,0.00012674869998363647,21,37,O4
9723,353.28506,2560925,15.1,353.2849893913,7.060870001396324e-05,25,37,O1
9724,353.30622,11794084,77.9,353.3061187601,0.0001012399000046571,22,41,O3
9725,353.34267,759113408,5157.4,353.34250426890003,0.00016573109996897983,23,45,O2
9733,354.11367,1743262,9.6,354.11356695909996,0.00010304090005774924,23,16,O3N1
9737,354.15022999999997,5900202,37.8,354.1499524679,0.00027753209997172235,24,20,O2N1
9740,354.17139,1527600,8.1,354.1710818367,0.0003081632999624162,21,24,O4N1
9743,354.18654,11024309,72.6,354.1863379767,0.000202023300005294,25,24,O1N1
9746,354.2077,2095036,11.9,354.20746734549994,0.00023265450005283128,22,28,O3N1
9749,354.22279,15199168,101.0,354.22272348549996,6.651450001982084e-05,26,28,N1
9755,354.244,4284359,26.8,354.2438528543,0.0001471457000548071,23,32,O2N1
9757,354.26525,1827726,10.1,354.2649822231,0.00026777689998880305,20,36,O4N1
9759,354.28052,3569874,22.0,354.28023836309995,0.0002816369000697705,24,36,O1N1
9769,355.13415,2398173,14.0,355.1339680517,0.00018194829999629292,24,19,O3
9774,355.17046,4773609,30.1,355.1703535605,0.00010643949997302116,25,23,O2
9779,355.1917,3148271,19.1,355.1914829293,0.00021707070004595153,22,27,O4
9783,355.20702,2032116,11.5,355.20673906929994,0.0002809307000575245,26,27,O1
9789,355.22812999999996,6772987,43.7,355.22786843809996,0.000261561900003926,23,31,O3
9797,355.26447,26691846,176.8,355.2642539469,0.00021605310001859834,24,35,O2
9799,355.28552,14909708,97.8,355.2853833157,0.0001366843000027984,21,39,O4
9800,355.30069,3820049,23.4,355.3006394557,5.0544299995181063e-05,25,39,O1
9801,355.32192000000003,6270232,39.8,355.3217688245,0.0001511755000365156,22,43,O3
9811,356.12937999999997,2854422,16.9,356.12921702349996,0.00016297650000751673,23,18,O3N1
9813,356.1447,3591706,21.8,356.1444731635,0.00022683650001908973,27,18,N1
9816,356.1659,7003681,44.7,356.1656025323,0.00029746770002248013,24,22,O2N1
9820,356.18706000000003,1539880,8.1,356.1867319011,0.000328098900013174,21,26,O4N1
9824,356.20221000000004,9593388,62.1,356.2019880411,0.0002219589000560518,25,26,O1N1
9829,356.22317000000004,2048819,11.5,356.22311740989994,5.2590100096949755e-05,22,30,O3N1
9831,356.23845,23120440,152.9,356.23837354989996,7.645010003898278e-05,26,30,N1
9834,356.25961,7657023,49.1,356.2595029187,0.00010708130002967664,23,34,O2N1
9838,356.29622,1581898,8.3,356.29588842749996,0.00033157250004478556,24,38,O1N1
9841,356.35257,1412444,7.2,356.3534033051,0.0008333051000022351,22,46,O2N1
9850,357.14976,4228440,26.1,357.1496181161,0.00014188390002800588,24,21,O3
9855,357.1861,8417124,54.2,357.1860036249,9.637509998583482e-05,25,25,O2
9862,357.20725,5044075,31.6,357.2071329937,0.00011700630000177625,22,29,O4
9866,357.22256,2664559,15.6,357.22238913369995,0.00017086630003859682,26,29,O1
9871,357.24376,8999798,58.1,357.24351850249997,0.00024149750004198722,23,33,O3
9876,357.28017,39807872,264.8,357.2799040113,0.0002659886999936134,24,37,O2
9877,357.30125,13616008,89.1,357.3010333801,0.00021661989995891417,21,41,O4
9878,357.31645,4963213,31.0,357.3162895201,0.00016047989998924095,25,41,O1
9885,358.10882000000004,1849225,10.1,358.1084815791,0.00033842090005009595,22,16,O4N1
9891,358.14495,3013781,17.9,358.14486708789997,8.291210002653315e-05,23,20,O3N1
9894,358.16026,13728921,89.8,358.1601232279,0.0001367721000065103,27,20,N1
9897,358.1814,8970400,57.9,358.1812525967,0.00014740329999085588,24,24,O2N1
9902,358.20281,1437095,7.4,358.20238196549997,0.00042803450003248145,21,28,O4N1
9905,358.21797000000004,9657516,62.5,358.21763810549993,0.0003318945001069551,25,28,O1N1
9909,358.23896,2205619,12.5,358.23876747429995,0.00019252570007211034,22,32,O3N1
9912,358.25425,7247032,46.4,358.25402361429997,0.0002263857000457392,26,32,N1
9915,358.2753,2958270,17.6,358.2751529831,0.00014701690002993928,23,36,O2N1
9928,359.12902,2048463,11.5,359.1288826717,0.00013732830001345064,23,19,O4
9933,359.16555,5097947,31.9,359.1652681805,0.00028181950000316647,24,23,O3
9939,359.20197,8721895,56.2,359.2016536893,0.0003163107000432319,25,27,O2
9947,359.22296,4222958,26.1,359.2227830581,0.00017694190000838717,22,31,O4
9950,359.2382,3023858,18.0,359.23803919809995,0.00016080190005141048,26,31,O1
9954,359.25928,9054713,58.5,359.2591685669,0.00011143310001671125,23,35,O3
9960,359.29577,60681732,404.9,359.2955540757,0.00021592429999373053,24,39,O2
9962,359.33221000000003,12148240,79.2,359.3319395845,0.00027041550004014425,25,43,O1
9971,360.10328,1321993,6.6,360.1030022747,0.00027772530000902407,25,14,O2N1
9975,360.13969,6150932,39.0,360.13938778349996,0.00030221650001749367,26,18,O1N1
9978,360.16089,3301147,19.9,360.1605171523,0.0003728477000208841,23,22,O3N1
9982,360.17607999999996,10402592,67.5,360.1757732923,0.0003067076999627716,27,22,N1
9985,360.19716,7534375,48.3,360.1969026611,0.00025733889998491577,24,26,O2N1
9991,360.23348,6573875,41.8,360.23328816989994,0.00019183010005008327,25,30,O1N1
9994,360.25466,1635897,8.7,360.25441753869995,0.0002424613000471254,22,34,O3N1
9996,360.2699,11558718,75.3,360.2696736787,0.0002263213000333053,26,34,N1
10014,361.14488,1925721,10.6,361.1445327361,0.0003472638999824085,23,21,O4
10020,361.1811,4515941,28.0,361.1809182449,0.00018175510001583461,24,25,O3
10029,361.21738,11440241,74.5,361.2173037537,7.624630001146215e-05,25,29,O2
10032,361.23854,6124152,38.8,361.2384331225,0.00010687750000215601,22,33,O4
10034,361.2539,2071549,11.6,361.25368926249996,0.00021073750002642555,26,33,O1
10038,361.27512,9518211,61.6,361.2748186313,0.00030136870003616423,23,37,O3
10043,361.31152000000003,37163152,247.1,361.3112041401,0.000315859900013038,24,41,O2
10054,362.11913,1754454,9.5,362.1186523391,0.00047766090000322947,25,16,O2N1
10058,362.15535,9336226,60.4,362.15503784789996,0.0003121521000366556,26,20,O1N1
10062,362.17635,4435369,27.5,362.1761672167,0.0001827833000334067,23,24,O3N1
10064,362.1916,12466605,81.4,362.1914233567,0.00017664329999433903,27,24,N1
10067,362.21267,6908853,44.1,362.21255272549996,0.00011727450004173079,24,28,O2N1
10072,362.24916,6628800,42.2,362.24893823429994,0.00022176570007559349,25,32,O1N1
10075,362.27036,1310663,6.5,362.27006760309996,0.00029239690002214047,22,36,O3N1
10079,362.28562,24064460,159.2,362.2853237431,0.00029625690001466864,26,36,N1
10093,363.16084,13288170,85.7,363.1601828005,0.0006571994999831077,23,23,O4
10099,363.17568,1406063,7.1,363.1754389405,0.00024105950001285237,27,23,O1
10104,363.19678999999996,6173430,38.6,363.19656830929995,0.00022169070001609725,24,27,O3
10112,363.23314,12154626,78.2,363.2329538181,0.00018618190000552204,25,31,O2
10117,363.25425,5120777,31.7,363.2540831869,0.00016681310000876692,22,35,O4
10118,363.26964,3420942,20.4,363.26933932689997,0.00030067310001413716,26,35,O1
10123,363.29075,7520021,47.5,363.2904686957,0.00028130430001738205,23,39,O3
10127,363.32707,77411104,510.3,363.3268542045,0.00021579549996886271,24,43,O2
10136,364.13462999999996,2619434,15.1,364.1343024035,0.0003275964999716052,25,18,O2N1
10138,364.15586,2295601,12.9,364.1554317723,0.00042822770001293975,22,22,O4N1
10141,364.171,5707318,35.5,364.17068791229997,0.0003120877000242217,26,22,O1N1
10144,364.19201,3518013,21.0,364.1918172811,0.00019271889999572522,23,26,O3N1
10147,364.20723,14386241,93.0,364.2070734211,0.00015657889997555685,27,26,N1
10150,364.2283,9031752,57.5,364.22820278989997,9.721010002294861e-05,24,30,O2N1
10155,364.26479,2777941,16.1,364.26458829869995,0.0002017013000568113,25,34,O1N1
10172,365.15482000000003,2200954,12.3,365.1547034961,0.00011650390001705091,26,21,O2
10176,365.17604,2846337,16.6,365.17583286490003,0.00020713509996994617,23,25,O4
10180,365.19135,2508166,14.3,365.1910890049,0.00026099510000676673,27,25,O1
10184,365.21236,7862157,49.8,365.21221837369995,0.00014162630003511367,24,29,O3
10194,365.24872999999997,15263129,98.8,365.2486038825,0.0001261174999740433,25,33,O2
10198,365.26987,3579296,21.4,365.2697332513,0.00013674870001523232,22,37,O4
10199,365.28517999999997,2930341,17.1,365.2849893913,0.00019060869999520946,26,37,O1
10200,365.30642,5882284,36.7,365.3061187601,0.0003012399000112964,23,41,O3
10201,365.34272999999996,210417088,1391.1,365.34250426890003,0.00022573109993118123,24,45,O2
10210,366.11385,1263799,6.1,366.11356695909996,0.0002830409000580403,24,16,O3N1
10213,366.15021,5107908,31.6,366.1499524679,0.0002575321000222175,25,20,O2N1
10215,366.17152999999996,1685387,8.9,366.1710818367,0.0004481632999500107,22,24,O4N1
10218,366.18664,9807568,62.7,366.1863379767,0.00030202330003703537,26,24,O1N1
10222,366.20768,2686935,15.5,366.20746734549994,0.000212654500046483,23,28,O3N1
10226,366.22303999999997,12041948,77.5,366.22272348549996,0.00031651450001390913,27,28,N1
10229,366.24412,8859363,56.4,366.2438528543,0.0002671457000360533,24,32,O2N1
10233,366.26462000000004,1420522,7.1,366.2649822231,0.00036222309995537216,21,36,O4N1
10235,366.2805,1918959,10.4,366.28023836309995,0.0002616369000634222,25,36,O1N1
10247,367.13431,1758475,9.4,367.1339680517,0.0003419483000470791,25,19,O3
10251,367.17045,4371479,26.7,367.1703535605,9.643949999826873e-05,26,23,O2
10256,367.19176,2141214,11.9,367.1914829293,0.0002770707000081529,23,27,O4
10260,367.20693,1919779,10.4,367.20673906929994,0.000190930700057379,27,27,O1
10264,367.22822,6634026,41.7,367.22786843809996,0.0003515619000609149,24,31,O3
10268,367.24386,2600495,15.0,367.2431245781,0.00073542190000353,28,31,
10272,367.26452,24291382,158.6,367.2642539469,0.0002660531000060473,25,35,O2
10275,367.28553,9139261,58.3,367.2853833157,0.00014668429997755084,22,39,O4
10276,367.30082000000004,2851394,16.6,367.3006394557,0.00018054430006486655,26,39,O1
10277,367.32195,8377417,53.2,367.3217688245,0.0001811755000176163,23,43,O3
10279,367.35832999999997,705378368,4668.6,367.3581543333,0.00017566669998814177,24,47,O2
10285,368.12942999999996,2152791,12.0,368.12921702349996,0.0002129764999949657,24,18,O3N1
10290,368.1658,5602659,34.8,368.1656025323,0.00019746769999073877,25,22,O2N1
10293,368.18666,1346026,6.6,368.1867319011,7.190110000010463e-05,22,26,O4N1
10295,368.202,8878447,56.5,368.2019880411,1.1958900017816632e-05,26,26,O1N1
10297,368.22328,2330998,13.2,368.22311740989994,0.00016259010004660013,23,30,O3N1
10301,368.2386,13390203,86.4,368.23837354989996,0.00022645010005817312,27,30,N1
10304,368.25985,3976067,24.1,368.2595029187,0.0003470812999921691,24,34,O2N1
10306,368.281,2310282,13.0,368.2806322875,0.0003677125000081105,21,38,O4N1
10308,368.29624,3393167,20.2,368.29588842749996,0.00035157250005113383,25,38,O1N1
10321,369.14992,1901997,10.3,369.1496181161,0.00030188390002194865,25,21,O3
10326,369.18635,5796537,36.1,369.1860036249,0.0003463750999799231,26,25,O2
10329,369.20738,2794944,16.2,369.2071329937,0.0002470063000146183,23,29,O4
10334,369.2225,2142661,11.9,369.22238913369995,0.00011086630007639542,27,29,O1
10337,369.2436,5928141,37.0,369.24351850249997,8.149750004804446e-05,24,33,O3
10344,369.28012,26933976,176.1,369.2799040113,0.00021598870000616444,25,37,O2
10345,369.30126,20882144,136.0,369.3010333801,0.00022661989999051002,22,41,O4
10346,369.31658,4485861,27.4,369.3162895201,0.000290479900002083,26,41,O1
10347,369.33777000000003,2928876,17.1,369.3374188889,0.000351111100030721,23,45,O3
10358,370.14513,2742268,15.9,370.14486708789997,0.0002629121000268242,24,20,O3N1
10361,370.16031,4558849,27.5,370.1601232279,0.00018677209999395927,28,20,N1
10364,370.1814,6209544,38.3,370.1812525967,0.00014740329999085588,25,24,O2N1
10367,370.20251,1257359,6.0,370.20238196549997,0.0001280345000509442,22,28,O4N1
10370,370.21794,7716884,48.2,370.21763810549993,0.000301894500069011,26,28,O1N1
10373,370.23911,1726747,9.0,370.23876747429995,0.00034252570003445726,23,32,O3N1
10375,370.25434,23899168,153.9,370.25402361429997,0.00031638570004588473,27,32,N1
10376,370.27544,7920680,49.5,370.2751529831,0.00028701690001753377,24,36,O2N1
10379,370.31147000000004,1386932,6.8,370.31153849189997,6.849189992408355e-05,25,40,O1N1
10380,370.36829,1583431,8.1,370.36905336949997,0.0007633694999640284,23,48,O2N1
10386,371.16562000000005,4170580,25.0,371.1652681805,0.00035181950005380713,25,23,O3
10397,371.20187000000004,8452448,53.0,371.2016536893,0.00021631070006833397,26,27,O2
10403,371.2229,3088999,17.9,371.2227830581,0.00011694189998934235,23,31,O4
10407,371.23818,2460013,13.8,371.23803919809995,0.0001408019000450622,27,31,O1
10412,371.25935,6985076,43.4,371.2591685669,0.0001814331000105085,24,35,O3
10417,371.29589,41065856,266.0,371.2955540757,0.00033592429997497675,25,39,O2
10419,371.31699999999995,16397703,104.9,371.31668344450003,0.0003165554999213782,22,43,O4
10420,371.33227999999997,5765517,35.4,371.3319395845,0.0003404154999770981,26,43,O1
10428,372.13969,2070174,11.3,372.13938778349996,0.00030221650001749367,27,18,O1N1
10430,372.16078,2594213,14.7,372.1605171523,0.0002628477000143903,24,22,O3N1
10433,372.17585,10343082,65.3,372.1757732923,7.670770003187499e-05,28,22,N1
10436,372.19711,8034994,50.2,372.1969026611,0.0002073388999974668,25,26,O2N1
10440,372.21816,1959609,10.6,372.2180320299,0.00012797010003851028,22,30,O4N1
10442,372.23359,8159934,51.1,372.23328816989994,0.00030183010005657707,26,30,O1N1
10445,372.25465,2138821,11.7,372.25441753869995,0.00023246130007237298,23,34,O3N1
10446,372.26993999999996,6769354,42.0,372.2696736787,0.00026632129998915843,27,34,N1
10449,372.29095,3511505,20.7,372.2908030475,0.00014695250001750537,24,38,O2N1
10461,373.1446,1557363,7.9,373.1445327361,6.726390000721949e-05,24,21,O4
10466,373.18119,4955136,30.1,373.1809182449,0.00027175510001598013,25,25,O3
10472,373.21751,8233996,51.5,373.2173037537,0.00020624630002430422,26,29,O2
10477,373.23854,4851731,29.4,373.2384331225,0.00010687750000215601,23,33,O4
10481,373.25371,2337560,13.0,373.25368926249996,2.0737500051382085e-05,27,33,O1
10484,373.27504,8878112,55.7,373.2748186313,0.00022136870001077114,24,37,O3
10489,373.31151,58662956,380.9,373.3112041401,0.00030585989998144214,25,41,O2
10490,373.34788,12599352,80.1,373.3475896489,0.0002903510999772152,26,45,O1
10497,374.13988,1371974,6.7,374.1397817079,9.829210000589228e-05,23,20,O4N1
10499,374.15526,5918028,36.4,374.15503784789996,0.0002221521000365101,27,20,O1N1
10502,374.17635,2942803,17.0,374.1761672167,0.0001827833000334067,24,24,O3N1
10505,374.19156,8529240,53.5,374.1914233567,0.00013664329998164249,28,24,N1
10507,374.21277000000003,6230879,38.5,374.21255272549996,0.00021727450007347215,25,28,O2N1
10509,374.24919,6966124,43.3,374.24893823429994,0.0002517657000566942,26,32,O1N1
10511,374.27055,1676659,8.7,374.27006760309996,0.00048239690005402736,23,36,O3N1
10513,374.28564,11616632,73.6,374.2853237431,0.0003162569000210169,27,36,N1
10532,375.16015,1850787,9.8,375.1601828005,3.280050003695578e-05,24,23,O4
10538,375.19689,4403376,26.5,375.19656830929995,0.0003216907000478386,25,27,O3
10543,375.23325,12220092,77.6,375.2329538181,0.00029618190001201583,26,31,O2
10545,375.25432,7335619,45.7,375.2540831869,0.00023681310000256417,23,35,O4
10548,375.26956,2577608,14.6,375.26933932689997,0.0002206731000455875,27,35,O1
10552,375.29064,9485007,59.7,375.2904686957,0.00017130430001088826,24,39,O3
10557,375.32705,34661084,224.2,375.3268542045,0.00019579549996251444,25,43,O2
10566,376.13471,2127601,11.6,376.1343024035,0.0004075964999969983,26,18,O2N1
10570,376.17102,8492029,53.2,376.17068791229997,0.00033208770003057,27,22,O1N1
10572,376.19212000000005,4589060,27.7,376.1918172811,0.00030271890005906243,24,26,O3N1
10576,376.20729,10105865,63.8,376.2070734211,0.00021657889999460167,28,26,N1
10580,376.22829,11830289,75.0,376.22820278989997,8.721010004819618e-05,25,30,O2N1
10586,376.26465,6532125,40.4,376.26458829869995,6.170130006921681e-05,26,34,O1N1
10591,376.30127999999996,22131754,142.3,376.3009738075,0.00030619249997698716,27,38,N1
10608,377.15491000000003,1821519,9.6,377.1547034961,0.00020650390001719643,27,21,O2
10612,377.17575,2221398,12.3,377.17583286490003,8.286490003683866e-05,24,25,O4
10620,377.21237,5685603,34.9,377.21221837369995,0.00015162630006670952,25,29,O3
10629,377.24887,14185839,90.4,377.2486038825,0.0002661175000184812,26,33,O2
10633,377.27007000000003,9070966,57.0,377.2697332513,0.00033674870002187163,23,37,O4
10634,377.28535,3506556,20.6,377.2849893913,0.0003606087000207481,27,37,O1
10638,377.30637,7155075,44.5,377.3061187601,0.00025123990002384744,24,41,O3
10642,377.34262,77850000,506.3,377.34250426890003,0.00011573109998153086,25,45,O2
10652,378.15024,3752613,21.9,378.1499524679,0.0002875321000033182,26,20,O2N1
10654,378.17116,1831341,9.6,378.1710818367,7.816329997467619e-05,23,24,O4N1
10656,378.18654,4940978,29.6,378.1863379767,0.000202023300005294,27,24,O1N1
10659,378.20776,3411129,19.7,378.20746734549994,0.0002926545000718761,24,28,O3N1
10662,378.22296,13914814,87.4,378.22272348549996,0.00023651450004535945,28,28,N1
10664,378.24414,12270278,76.8,378.2438528543,0.0002871457000424016,25,32,O2N1
10668,378.26524,1610061,8.1,378.2649822231,0.0002577769000140506,22,36,O4N1
10670,378.28049,2869970,16.3,378.28023836309995,0.00025163690003182637,26,36,O1N1
10684,379.13365,1561336,7.8,379.1339680517,0.00031805169999188365,26,19,O3
10688,379.17036,2262021,12.3,379.1703535605,6.43949999812321e-06,27,23,O2
10693,379.19158999999996,3360268,19.4,379.1914829293,0.00010707069998261431,24,27,O4
10698,379.20662000000004,1378834,6.7,379.20673906929994,0.00011906929989891069,28,27,O1
10703,379.22822,7445529,45.7,379.22786843809996,0.0003515619000609149,25,31,O3
10706,379.24362,1928222,10.2,379.2431245781,0.0004954219000410376,29,31,
10712,379.26456,18047014,114.0,379.2642539469,0.00030605310001874386,26,35,O2
10716,379.28558,5067821,30.4,379.2853833157,0.0001966842999649998,23,39,O4
10718,379.30074,3225394,18.5,379.3006394557,0.00010054430003947346,27,39,O1
10719,379.32187999999996,4720698,28.2,379.3217688245,0.00011117549996697562,24,43,O3
10722,379.35832999999997,216418368,1391.7,379.3581543333,0.00017566669998814177,25,47,O2
10733,380.12934,1630800,8.3,380.12921702349996,0.0001229765000516636,25,18,O3N1
10739,380.16581,6793565,41.5,380.1656025323,0.0002074677000223346,26,22,O2N1
10742,380.18658,1833060,9.6,380.1867319011,0.00015190110002549773,23,26,O4N1
10744,380.20232999999996,8926570,55.3,380.2019880411,0.0003419588999804546,27,26,O1N1
10747,380.22337000000005,3263601,18.8,380.22311740989994,0.00025259010010358907,24,30,O3N1
10750,380.23864,9983350,62.1,380.23837354989996,0.00026645010001402625,28,30,N1
10753,380.25979,11848061,74.1,380.2595029187,0.0002870813000299677,25,34,O2N1
10756,380.28058,1388421,6.7,380.2806322875,5.2287500011516386e-05,22,38,O4N1
10758,380.29596000000004,2920074,16.6,380.29588842749996,7.157250007594484e-05,26,38,O1N1
10770,381.14919,1523633,7.6,381.1496181161,0.00042811610001081135,26,21,O3
10775,381.18633,3639486,21.2,381.1860036249,0.00032637509997357483,27,25,O2
10779,381.20743,3233990,18.6,381.2071329937,0.0002970063000020673,24,29,O4
10782,381.22272999999996,1690827,8.7,381.22238913369995,0.000340866300007292,28,29,O1
10788,381.24383,6532306,39.8,381.24351850249997,0.00031149750003578447,25,33,O3
10794,381.28008,21344990,135.3,381.2799040113,0.0001759886999934679,26,37,O2
10797,381.30112,10380006,64.6,381.3010333801,8.661990000291553e-05,23,41,O4
10798,381.31647999999996,2306283,12.6,381.3162895201,0.00019047989997034165,27,41,O1
10799,381.33767,10053363,62.5,381.3374188889,0.0002511110999989796,24,45,O3
10802,381.37408,579095296,3727.8,381.3738043977,0.00027560230000744923,25,49,O2
10811,382.1452,1307915,6.2,382.14486708789997,0.00033291210002062144,25,20,O3N1
10817,382.18158999999997,5294103,31.9,382.1812525967,0.00033740329996589935,26,24,O2N1
10821,382.20283,1943327,10.3,382.20238196549997,0.0004480345000388297,23,28,O4N1
10824,382.21803,9052196,56.1,382.21763810549993,0.0003918945000691565,27,28,O1N1
10827,382.23892,2064683,11.1,382.23876747429995,0.0001525257000594138,24,32,O3N1
10829,382.25427,12338224,77.2,382.25402361429997,0.0002463857000520875,28,32,N1
10832,382.27501,3605816,21.0,382.2751529831,0.00014298309997684555,25,36,O2N1
10834,382.29614,2486079,13.8,382.2962823519,0.0001423519000240958,22,40,O4N1
10836,382.31167999999997,3576388,20.8,382.31153849189997,0.00014150810000046476,26,40,O1N1
10837,382.33299,1335116,6.4,382.3326678607,0.00032213930001034896,23,44,O3N1
10852,383.16533,2990701,17.0,383.1652681805,6.181949999017888e-05,26,23,O3
10860,383.20201000000003,5843834,35.4,383.2016536893,0.00035631070005592846,27,27,O2
10864,383.22311,2802433,15.8,383.2227830581,0.0003269419000275775,24,31,O4
10868,383.23843999999997,2105990,11.3,383.23803919809995,0.0004008019000139029,28,31,O1
10873,383.25945,7248270,44.4,383.2591685669,0.00028143310004224986,25,35,O3
10877,383.29565,24184218,153.5,383.2955540757,9.592430001248431e-05,26,39,O2
10878,383.3168,22408610,142.1,383.31668344450003,0.00011655549997158232,23,43,O4
10879,383.33227,3346855,19.3,383.3319395845,0.00033041550000234565,27,43,O1
10880,383.3533,6199214,37.7,383.35306895329995,0.00023104670003704086,24,47,O3
